Occupation Name,Task Description,Importance
Geographic Information Systems Technologists and Technicians,"Confer with users to analyze, configure, or troubleshoot applications.
Related occupations",67
Geographic Information Systems Technologists and Technicians,"Design, program, or model Geographic Information Systems (GIS) applications or procedures.
Related occupations",64
Geographic Information Systems Technologists and Technicians,"Develop specialized computer software routines, internet-based Geographic Information Systems (GIS) databases, or business applications to customize geographic information.
Related occupations",63
Geographic Information Systems Technologists and Technicians,"Make recommendations regarding upgrades, considering implications of new or revised Geographic Information Systems (GIS) software, equipment, or applications.
Related occupations",63
Geographic Information Systems Technologists and Technicians,"Assist users in formulating Geographic Information Systems (GIS) requirements or understanding the implications of alternatives.
Related occupations",60
Geographic Information Systems Technologists and Technicians,"Create visual representations of geospatial data, using complex procedures such as analytical modeling, three-dimensional renderings, or plot creation.
Related occupations",59
Geographic Information Systems Technologists and Technicians,"Transfer or rescale information from original photographs onto maps or other photographs.
Related occupations",58
Geographic Information Systems Technologists and Technicians,"Prepare training materials for, or make presentations to, Geographic Information Systems (GIS) users.
Related occupations",56
Geographic Information Systems Technologists and Technicians,"Apply three-dimensional (3D) or four-dimensional (4D) technologies to geospatial data to allow for new or different analyses or applications.
Related occupations",46
Geographic Information Systems Technologists and Technicians,"Conduct research, data analysis, systems design, or support for software such as Geographic Information Systems (GIS) or Global Positioning Systems (GPS) mapping software.
Related occupations",Not available
Geographic Information Systems Technologists and Technicians,"Read current literature, talk with colleagues, continue education, or participate in professional organizations or conferences to keep abreast of developments in Geographic Information Systems (GIS) technology, equipment, or systems.
Related occupations",Not available
Geographic Information Systems Technologists and Technicians,"Recommend procedures, equipment, or software upgrades to increase data accessibility or ease of use.
Related occupations",Not available
"Geography Teachers, Postsecondary","Prepare course materials, such as syllabi, homework assignments, and handouts.
Related occupations",89
"Geography Teachers, Postsecondary","Prepare and deliver lectures to undergraduate or graduate students on topics such as urbanization, environmental systems, and cultural geography.
Related occupations",86
"Geography Teachers, Postsecondary","Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.
Related occupations",84
"Geography Teachers, Postsecondary","Evaluate and grade students' class work, assignments, and papers.
Related occupations",84
"Geography Teachers, Postsecondary","Compile, administer, and grade examinations, or assign this work to others.
Related occupations",84
"Geography Teachers, Postsecondary","Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.
Related occupations",83
"Geography Teachers, Postsecondary","Initiate, facilitate, and moderate classroom discussions.
Related occupations",81
"Geography Teachers, Postsecondary","Maintain student attendance records, grades, and other required records.
Related occupations",79
"Geography Teachers, Postsecondary","Supervise undergraduate or graduate teaching, internship, and research work.
Related occupations",77
"Geography Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.
Related occupations",75
"Geography Teachers, Postsecondary","Maintain regularly scheduled office hours to advise and assist students.
Related occupations",73
"Geography Teachers, Postsecondary","Supervise students' laboratory and field work.
Related occupations",67
"Geography Teachers, Postsecondary","Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.
Related occupations",64
"Geography Teachers, Postsecondary","Advise students on academic and vocational curricula and on career issues.
Related occupations",62
"Geography Teachers, Postsecondary","Collaborate with colleagues to address teaching and research issues.
Related occupations",61
"Geography Teachers, Postsecondary","Perform spatial analysis and modeling using geographic information system techniques.
Related occupations",58
"Geography Teachers, Postsecondary","Write grant proposals to procure external research funding.
Related occupations",56
"Geography Teachers, Postsecondary","Participate in student recruitment, registration, and placement activities.
Related occupations",51
"Geography Teachers, Postsecondary","Select and obtain materials and supplies, such as textbooks.
Related occupations",51
"Geography Teachers, Postsecondary","Perform administrative duties, such as serving as department head.
Related occupations",66
"Geography Teachers, Postsecondary","Maintain geographic information systems laboratories, performing duties such as updating software.
Related occupations",56
"Geography Teachers, Postsecondary","Participate in campus and community events.
Related occupations",48
"Geography Teachers, Postsecondary","Compile bibliographies of specialized materials for outside reading assignments.
Related occupations",48
"Geography Teachers, Postsecondary","Provide professional consulting services to government or industry.
Related occupations",38
"Geography Teachers, Postsecondary","Act as advisers to student organizations.
Related occupations",36
"Geological Technicians, Except Hydrologic Technicians","Test and analyze samples to determine their content and characteristics, using laboratory apparatus or testing equipment.
Related occupations",89
"Geological Technicians, Except Hydrologic Technicians","Collect or prepare solid or fluid samples for analysis.
Related occupations",87
"Geological Technicians, Except Hydrologic Technicians","Compile, log, or record testing or operational data for review and further analysis.
Related occupations",80
"Geological Technicians, Except Hydrologic Technicians","Prepare notes, sketches, geological maps, or cross-sections.
Related occupations",78
"Geological Technicians, Except Hydrologic Technicians","Participate in geological, geophysical, geochemical, hydrographic, or oceanographic surveys, prospecting field trips, exploratory drilling, well logging, or underground mine survey programs.
Related occupations",72
"Geological Technicians, Except Hydrologic Technicians","Prepare or review professional, technical, or other reports regarding sampling, testing, or recommendations of data analysis.
Related occupations",69
"Geological Technicians, Except Hydrologic Technicians","Adjust or repair testing, electrical, or mechanical equipment or devices.
Related occupations",68
"Geological Technicians, Except Hydrologic Technicians","Read and study reports in order to compile information and data for geological and geophysical prospecting.
Related occupations",68
"Geological Technicians, Except Hydrologic Technicians","Interview individuals, and research public databases in order to obtain information.
Related occupations",64
"Geological Technicians, Except Hydrologic Technicians","Plot information from aerial photographs, well logs, section descriptions, or other databases.
Related occupations",63
"Geological Technicians, Except Hydrologic Technicians","Assemble, maintain, or distribute information for library or record systems.
Related occupations",57
"Geological Technicians, Except Hydrologic Technicians","Operate or adjust equipment or apparatus used to obtain geological data.
Related occupations",75
"Geological Technicians, Except Hydrologic Technicians","Plan and direct activities of workers who operate equipment to collect data.
Related occupations",74
"Geological Technicians, Except Hydrologic Technicians","Set up or direct set-up of instruments used to collect geological data.
Related occupations",71
"Geological Technicians, Except Hydrologic Technicians","Record readings in order to compile data used in prospecting for oil or gas.
Related occupations",70
"Geological Technicians, Except Hydrologic Technicians","Create photographic recordings of information, using equipment.
Related occupations",66
"Geological Technicians, Except Hydrologic Technicians","Measure geological characteristics used in prospecting for oil or gas, using measuring instruments.
Related occupations",64
"Geological Technicians, Except Hydrologic Technicians","Participate in the evaluation of possible mining locations.
Related occupations",58
"Geological Technicians, Except Hydrologic Technicians","Assess the environmental impacts of development projects on subsurface materials.
Related occupations",55
"Geological Technicians, Except Hydrologic Technicians","Evaluate and interpret core samples and cuttings, and other geological data used in prospecting for oil or gas.
Related occupations",55
"Geological Technicians, Except Hydrologic Technicians","Supervise well exploration, drilling activities, or well completions.
Related occupations",47
"Geological Technicians, Except Hydrologic Technicians","Inspect engines for wear or defective parts, using equipment or measuring devices.
Related occupations",39
"Geological Technicians, Except Hydrologic Technicians","Collaborate with hydrogeologists to evaluate groundwater or well circulation.
Related occupations",35
"Geological Technicians, Except Hydrologic Technicians","Apply new technologies, such as improved seismic imaging techniques, to locate untapped oil or natural gas deposits.
Related occupations",Not available
"Geological Technicians, Except Hydrologic Technicians","Collect data on underground areas, such as reservoirs, that could be used in carbon sequestration operations.
Related occupations",Not available
"Geological Technicians, Except Hydrologic Technicians","Collect geological data from potential geothermal energy plant sites.
Related occupations",Not available
"Geological Technicians, Except Hydrologic Technicians","Compile data used to address environmental issues, such as the suitability of potential landfill sites.
Related occupations",Not available
"Geological Technicians, Except Hydrologic Technicians","Conduct geophysical surveys of potential sites for wind farms or solar installations to determine their suitability.
Related occupations",Not available
"Geological Technicians, Except Hydrologic Technicians","Evaluate and interpret seismic data with the aid of computers.
Related occupations",Not available
"Geoscientists, Except Hydrologists and Geographers","Plan or conduct geological, geochemical, or geophysical field studies or surveys, sample collection, or drilling and testing programs used to collect data for research or application.
Related occupations",86
"Geoscientists, Except Hydrologists and Geographers","Analyze and interpret geological data, using computer software.
Related occupations",86
"Geoscientists, Except Hydrologists and Geographers","Investigate the composition, structure, or history of the Earth's crust through the collection, examination, measurement, or classification of soils, minerals, rocks, or fossil remains.
Related occupations",85
"Geoscientists, Except Hydrologists and Geographers","Analyze and interpret geological, geochemical, or geophysical information from sources, such as survey data, well logs, bore holes, or aerial photos.
Related occupations",84
"Geoscientists, Except Hydrologists and Geographers","Identify risks for natural disasters, such as mudslides, earthquakes, or volcanic eruptions.
Related occupations",79
"Geoscientists, Except Hydrologists and Geographers","Prepare geological maps, cross-sectional diagrams, charts, or reports concerning mineral extraction, land use, or resource management, using results of fieldwork or laboratory research.
Related occupations",79
"Geoscientists, Except Hydrologists and Geographers","Communicate geological findings by writing research papers, participating in conferences, or teaching geological science at universities.
Related occupations",77
"Geoscientists, Except Hydrologists and Geographers","Locate and estimate probable natural gas, oil, or mineral ore deposits or underground water resources, using aerial photographs, charts, or research or survey results.
Related occupations",71
"Geoscientists, Except Hydrologists and Geographers","Advise construction firms or government agencies on dam or road construction, foundation design, land use, or resource management.
Related occupations",70
"Geoscientists, Except Hydrologists and Geographers","Measure characteristics of the Earth, such as gravity or magnetic fields, using equipment such as seismographs, gravimeters, torsion balances, or magnetometers.
Related occupations",70
"Geoscientists, Except Hydrologists and Geographers","Locate and review research articles or environmental, historical, or technical reports.
Related occupations",70
"Geoscientists, Except Hydrologists and Geographers","Conduct geological or geophysical studies to provide information for use in regional development, site selection, or development of public works projects.
Related occupations",68
"Geoscientists, Except Hydrologists and Geographers","Review environmental, historical, or technical reports and publications for accuracy.
Related occupations",67
"Geoscientists, Except Hydrologists and Geographers","Assess ground or surface water movement to provide advice on issues, such as waste management, route and site selection, or the restoration of contaminated sites.
Related occupations",79
"Geoscientists, Except Hydrologists and Geographers","Inspect construction projects to analyze engineering problems, using test equipment or drilling machinery.
Related occupations",75
"Geoscientists, Except Hydrologists and Geographers","Provide advice on the safe siting of new nuclear reactor projects or methods of nuclear waste management.
Related occupations",73
"Geoscientists, Except Hydrologists and Geographers","Design geological mine maps, monitor mine structural integrity, or advise and monitor mining crews.
Related occupations",67
"Geoscientists, Except Hydrologists and Geographers","Review work plans to determine the effectiveness of activities for mitigating soil or groundwater contamination.
Related occupations",67
"Geoscientists, Except Hydrologists and Geographers","Test industrial diamonds or abrasives, soil, or rocks to determine their geological characteristics, using optical, x-ray, heat, acid, or precision instruments.
Related occupations",63
"Geoscientists, Except Hydrologists and Geographers","Study historical climate change indicators found in locations, such as ice sheets or rock formations to develop climate change models.
Related occupations",63
"Geoscientists, Except Hydrologists and Geographers","Develop strategies for more environmentally friendly resource extraction and reclamation.
Related occupations",61
"Geoscientists, Except Hydrologists and Geographers","Identify deposits of construction materials suitable for use as concrete aggregates, road fill, or other applications.
Related occupations",60
"Geoscientists, Except Hydrologists and Geographers","Identify new sources of platinum group elements for industrial applications, such as automotive fuel cells or pollution abatement systems.
Related occupations",56
"Geoscientists, Except Hydrologists and Geographers","Locate potential sources of geothermal energy.
Related occupations",56
"Geoscientists, Except Hydrologists and Geographers","Research ways to reduce the ecological footprint of increasingly prevalent megacities.
Related occupations",55
"Geoscientists, Except Hydrologists and Geographers","Collaborate with medical or health researchers to address health problems related to geological materials or processes.
Related occupations",52
"Geoscientists, Except Hydrologists and Geographers","Determine ways to mitigate the negative consequences of mineral dust dispersion.
Related occupations",52
"Geoscientists, Except Hydrologists and Geographers","Identify possible sites for carbon sequestration projects.
Related occupations",52
"Geoscientists, Except Hydrologists and Geographers","Develop ways to capture or use gases burned off as waste during oil production processes.
Related occupations",50
"Geoscientists, Except Hydrologists and Geographers","Research geomechanical or geochemical processes to be used in carbon sequestration projects.
Related occupations",50
"Geoscientists, Except Hydrologists and Geographers","Develop applied software for the analysis and interpretation of geological data.
Related occupations",46
"Geoscientists, Except Hydrologists and Geographers","Determine methods to incorporate geomethane or methane hydrates into global energy production or evaluate the potential environmental impacts of such incorporation.
Related occupations",39
Geothermal Production Managers,"Supervise employees in geothermal power plants or well fields.
Related occupations",84
Geothermal Production Managers,"Oversee geothermal plant operations, maintenance, and repairs to ensure compliance with applicable standards or regulations.
Related occupations",84
Geothermal Production Managers,"Communicate geothermal plant conditions to employees.
Related occupations",77
Geothermal Production Managers,"Identify and evaluate equipment, procedural, or conditional inefficiencies involving geothermal plant systems.
Related occupations",75
Geothermal Production Managers,"Perform or direct the performance of preventative maintenance on geothermal plant equipment.
Related occupations",75
Geothermal Production Managers,"Inspect geothermal plant or injection well fields to verify proper equipment operations.
Related occupations",74
Geothermal Production Managers,"Develop or manage budgets for geothermal operations.
Related occupations",73
Geothermal Production Managers,"Select and implement corrosion control or mitigation systems for geothermal plants.
Related occupations",73
Geothermal Production Managers,"Develop operating plans and schedules for geothermal operations.
Related occupations",72
Geothermal Production Managers,"Record, review, or maintain daily logs, reports, maintenance, and other records associated with geothermal operations.
Related occupations",71
Geothermal Production Managers,"Monitor geothermal operations, using programmable logic controllers.
Related occupations",69
Geothermal Production Managers,"Conduct well field site assessments.
Related occupations",69
Geothermal Production Managers,"Identify opportunities to improve plant electrical equipment, controls, or process control methodologies.
Related occupations",67
Geothermal Production Managers,"Prepare environmental permit applications or compliance reports.
Related occupations",82
Geothermal Production Managers,"Negotiate interconnection agreements with other utilities.
Related occupations",79
Geothermal Production Managers,"Obtain permits for constructing, upgrading, or operating geothermal power plants.
Related occupations",73
Geothermal Production Managers,"Troubleshoot and make minor repairs to geothermal plant instrumentation or electrical systems.
Related occupations",62
Geothermal Technicians,"Monitor and adjust operations of geothermal power plant equipment or systems.
Related occupations",83
Geothermal Technicians,"Prepare and maintain logs, reports, or other documentation of work performed.
Related occupations",83
Geothermal Technicians,"Identify and correct malfunctions of geothermal plant equipment, electrical systems, instrumentation, or controls.
Related occupations",81
Geothermal Technicians,"Collect and record data associated with operating geothermal power plants or well fields.
Related occupations",81
Geothermal Technicians,"Determine whether emergency or auxiliary systems will be needed to keep properties heated or cooled in extreme weather conditions.
Related occupations",72
Geothermal Technicians,"Perform pre- and post-installation pressure, flow, and related tests of vertical and horizontal geothermal loop piping.
Related occupations",69
Geothermal Technicians,"Identify equipment options, such as compressors, and make appropriate selections.
Related occupations",66
Geothermal Technicians,"Adjust power production systems to meet load and distribution demands.
Related occupations",88
Geothermal Technicians,"Maintain electrical switchgear, process controls, transmitters, gauges, and control equipment in accordance with geothermal plant procedures.
Related occupations",79
Geothermal Technicians,"Calculate heat loss and heat gain factors for residential properties to determine heating and cooling required by installed geothermal systems.
Related occupations",79
Geothermal Technicians,"Maintain, calibrate, or repair plant instrumentation, control, and electronic devices in geothermal plants.
Related occupations",79
Geothermal Technicians,"Install and maintain geothermal plant electrical protection equipment.
Related occupations",73
Geothermal Technicians,"Design and lay out geothermal heat systems according to property characteristics, heating and cooling requirements, piping and equipment requirements, applicable regulations, or other factors.
Related occupations",73
Geothermal Technicians,"Install and maintain geothermal system instrumentation or controls.
Related occupations",72
Geothermal Technicians,"Prepare newly installed geothermal heat systems for operation by flushing, purging, or other actions.
Related occupations",67
Geothermal Technicians,"Weld piping, such as high density polyethylene (HDPE) piping, using techniques such as butt, socket, side-wall, and electro-fusion welding.
Related occupations",66
Geothermal Technicians,"Test water sources for factors, such as flow volume and contaminant presence.
Related occupations",66
Geothermal Technicians,"Install, maintain, or repair ground or water source-coupled heat pumps to heat and cool residential or commercial building air or water.
Related occupations",66
Geothermal Technicians,"Integrate hot water heater systems with geothermal heat exchange systems.
Related occupations",65
Geothermal Technicians,"Determine the type of geothermal loop system most suitable to a specific property and its heating and cooling needs.
Related occupations",59
Geothermal Technicians,"Dig trenches for system piping to appropriate depths and lay piping in trenches.
Related occupations",54
Geothermal Technicians,"Apply coatings or operate systems to mitigate corrosion of geothermal plant equipment or structures.
Related occupations",54
Geothermal Technicians,"Backfill piping trenches to protect pipes from damage.
Related occupations",53
Geothermal Technicians,"Operate equipment, such as excavators, backhoes, rock hammers, trench compactors, pavement saws, grout mixers or pumps, geothermal loop reels, and coil tubing units (CTU).
Related occupations",52
"Glass Blowers, Molders, Benders, and Finishers","Heat glass to pliable stage, using gas flames or ovens and rotating glass to heat it uniformly.
Related occupations",88
"Glass Blowers, Molders, Benders, and Finishers","Inspect, weigh, and measure products to verify conformance to specifications, using instruments such as micrometers, calipers, magnifiers, or rulers.
Related occupations",88
"Glass Blowers, Molders, Benders, and Finishers","Record manufacturing information, such as quantities, sizes, or types of goods produced.
Related occupations",80
"Glass Blowers, Molders, Benders, and Finishers","Place glass into dies or molds of presses and control presses to form products, such as glassware components or optical blanks.
Related occupations",93
"Glass Blowers, Molders, Benders, and Finishers","Spray or swab molds with oil solutions to prevent adhesion of glass.
Related occupations",90
"Glass Blowers, Molders, Benders, and Finishers","Blow tubing into specified shapes to prevent glass from collapsing, using compressed air or own breath, or blow and rotate gathers in molds or on boards to obtain final shapes.
Related occupations",85
"Glass Blowers, Molders, Benders, and Finishers","Determine types and quantities of glass required to fabricate products.
Related occupations",81
"Glass Blowers, Molders, Benders, and Finishers","Set up and adjust machine press stroke lengths and pressures and regulate oven temperatures, according to glass types to be processed.
Related occupations",80
"Glass Blowers, Molders, Benders, and Finishers","Shape, bend, or join sections of glass, using paddles, pressing and flattening hand tools, or cork.
Related occupations",80
"Glass Blowers, Molders, Benders, and Finishers","Design and create glass objects, using blowpipes and artisans' hand tools and equipment.
Related occupations",78
"Glass Blowers, Molders, Benders, and Finishers","Operate and maintain finishing machines to grind, drill, sand, bevel, decorate, wash, or polish glass or glass products.
Related occupations",74
"Glass Blowers, Molders, Benders, and Finishers","Repair broken scrolls by replacing them with new sections of tubing.
Related occupations",70
"Glass Blowers, Molders, Benders, and Finishers","Develop sketches of glass products into blueprint specifications, applying knowledge of glass technology and glass blowing.
Related occupations",69
"Glass Blowers, Molders, Benders, and Finishers","Superimpose bent tubing on asbestos patterns to ensure accuracy.
Related occupations",68
"Glass Blowers, Molders, Benders, and Finishers","Cut lengths of tubing to specified sizes, using files or cutting wheels.
Related occupations",68
"Glass Blowers, Molders, Benders, and Finishers","Place rubber hoses on ends of tubing and charge tubing with gas.
Related occupations",67
Glaziers,"Read and interpret blueprints or specifications to determine size, shape, color, type, or thickness of glass, location of framing, installation procedures, or staging or scaffolding materials required.
Related occupations",84
Glaziers,"Determine plumb of walls or ceilings, using plumb lines and levels.
Related occupations",82
Glaziers,"Install pre-assembled metal or wood frameworks for windows or doors to be fitted with glass panels, using hand tools.
Related occupations",81
Glaziers,"Fabricate or install metal sashes or moldings for glass installation, using aluminum or steel framing.
Related occupations",80
Glaziers,"Operate cranes or hoists with suction cups to lift large, heavy pieces of glass.
Related occupations",79
Glaziers,"Set glass doors into frames and bolt metal hinges, handles, locks, or other hardware to attach doors to frames and walls.
Related occupations",79
Glaziers,"Cut, fit, install, repair, or replace glass or glass substitutes, such as plastic or aluminum, in building interiors or exteriors or in furniture or other products.
Related occupations",78
Glaziers,"Drive trucks to installation sites and unload mirrors, glass equipment, or tools.
Related occupations",77
Glaziers,"Load and arrange glass or mirrors onto delivery trucks, using suction cups or cranes to lift glass.
Related occupations",77
Glaziers,"Measure mirrors and dimensions of areas to be covered to determine work procedures.
Related occupations",76
Glaziers,"Cut and attach mounting strips, metal or wood moldings, rubber gaskets, or metal clips to surfaces in preparation for mirror installation.
Related occupations",75
Glaziers,"Pack spaces between moldings and glass with glazing compounds and trim excess material with glazing knives.
Related occupations",75
Glaziers,"Assemble, erect, or dismantle scaffolds, rigging, or hoisting equipment.
Related occupations",74
Glaziers,"Cut and remove broken glass prior to installing replacement glass.
Related occupations",74
Glaziers,"Secure mirrors in position, using mastic cement, putty, bolts, or screws.
Related occupations",74
Glaziers,"Measure and mark outlines or patterns on glass to indicate cutting lines.
Related occupations",71
Glaziers,"Grind or polish glass, smoothing edges when necessary.
Related occupations",70
Glaziers,"Fasten glass panes into wood sashes or frames with clips, points, or moldings, adding weather seals or putty around pane edges to seal joints.
Related occupations",69
Glaziers,"Score glass with cutters' wheels, breaking off excess glass by hand or with notched tools.
Related occupations",69
Glaziers,"Cut, assemble, fit, or attach metal-framed glass enclosures for showers, bathtubs, display cases, skylights, solariums, or other structures.
Related occupations",68
Glaziers,"Prepare glass for cutting by resting it on rack edges or against cutting tables and brushing thin layer of oil along cutting lines or dipping cutting tools in oil.
Related occupations",65
Glaziers,"Move furniture to clear work sites and cover floors or furnishings with drop cloths.
Related occupations",56
Glaziers,"Confer with customers to determine project requirements or to provide cost estimates.
Related occupations",72
Glaziers,"Select the type or color of glass or mirror according to specifications.
Related occupations",71
Glaziers,"Measure, cut, fit, and press anti-glare adhesive film to glass or spray glass with tinting solution to prevent light glare.
Related occupations",58
Glaziers,"Assemble and cement sections of stained glass together.
Related occupations",56
Glaziers,"Create patterns on glass by etching, sandblasting, or painting designs.
Related occupations",55
Government Property Inspectors and Investigators,"Prepare correspondence, reports of inspections or investigations, or recommendations for action.
Related occupations",81
Government Property Inspectors and Investigators,"Examine records, reports, or other documents to establish facts or detect discrepancies.
Related occupations",77
Government Property Inspectors and Investigators,"Inspect government property, such as construction sites or public housing, to ensure compliance with contract specifications or legal requirements.
Related occupations",74
Government Property Inspectors and Investigators,"Investigate alleged license or permit violations.
Related occupations",79
Government Property Inspectors and Investigators,"Inspect manufactured or processed products to ensure compliance with contract specifications or legal requirements.
Related occupations",72
Government Property Inspectors and Investigators,"Collect, identify, evaluate, or preserve case evidence.
Related occupations",71
Government Property Inspectors and Investigators,"Submit samples of products to government laboratories for testing, as required.
Related occupations",70
Government Property Inspectors and Investigators,"Inspect government-owned equipment or materials in the possession of private contractors to ensure compliance with contracts or regulations or to prevent misuse.
Related occupations",68
Government Property Inspectors and Investigators,"Investigate applications for special licenses or permits.
Related occupations",65
Government Property Inspectors and Investigators,"Recommend legal or administrative action to protect government property.
Related occupations",65
Government Property Inspectors and Investigators,"Testify in court or at administrative proceedings concerning investigation findings.
Related occupations",63
Government Property Inspectors and Investigators,"Coordinate with or assist law enforcement agencies in matters of mutual concern.
Related occupations",59
Government Property Inspectors and Investigators,"Monitor investigations of suspected offenders to ensure that they are conducted in accordance with constitutional requirements.
Related occupations",Not available
"Graders and Sorters, Agricultural Products","Place products in containers according to grade and mark grades on containers.
Related occupations",90
"Graders and Sorters, Agricultural Products","Weigh products or estimate their weight, visually or by feel.
Related occupations",88
"Graders and Sorters, Agricultural Products","Discard inferior or defective products or foreign matter, and place acceptable products in containers for further processing.
Related occupations",86
"Graders and Sorters, Agricultural Products","Grade and sort products according to factors such as color, species, length, width, appearance, feel, smell, and quality to ensure correct processing and usage.
Related occupations",86
"Graders and Sorters, Agricultural Products","Record grade or identification numbers on tags or on shipping, receiving, or sales sheets.
Related occupations",80
Graphic Designers,"Key information into computer equipment to create layouts for client or supervisor.
Related occupations",93
Graphic Designers,"Review final layouts and suggest improvements, as needed.
Related occupations",91
Graphic Designers,"Determine size and arrangement of illustrative material and copy, and select style and size of type.
Related occupations",90
Graphic Designers,"Develop graphics and layouts for product illustrations, company logos, and Web sites.
Related occupations",89
Graphic Designers,"Create designs, concepts, and sample layouts, based on knowledge of layout principles and esthetic design concepts.
Related occupations",88
Graphic Designers,"Use computer software to generate new images.
Related occupations",87
Graphic Designers,"Prepare digital files for printing.
Related occupations",86
Graphic Designers,"Confer with clients to discuss and determine layout design.
Related occupations",82
Graphic Designers,"Research the target audience of projects.
Related occupations",81
Graphic Designers,"Draw and print charts, graphs, illustrations, and other artwork, using computer.
Related occupations",79
Graphic Designers,"Mark up, paste, and assemble final layouts to prepare layouts for printer.
Related occupations",78
Graphic Designers,"Study illustrations and photographs to plan presentation of materials, products, or services.
Related occupations",78
Graphic Designers,"Maintain archive of images, photos, or previous work products.
Related occupations",78
Graphic Designers,"Prepare notes and instructions for workers who assemble and prepare final layouts for printing.
Related occupations",75
Graphic Designers,"Prepare illustrations or rough sketches of material, discussing them with clients or supervisors and making necessary changes.
Related occupations",75
Graphic Designers,"Research new software or design concepts.
Related occupations",63
Graphic Designers,"Produce still and animated graphics for on-air and taped portions of television news broadcasts, using electronic video equipment.
Related occupations",50
Graphic Designers,"Photograph layouts, using camera, to make layout prints for supervisors or clients.
Related occupations",46
Graphic Designers,"Write or edit copy for clients.
Related occupations",46
"Grinding and Polishing Workers, Hand","Verify quality of finished workpieces by inspecting them, comparing them to templates, measuring their dimensions, or testing them in working machinery.
Related occupations",91
"Grinding and Polishing Workers, Hand","Grind, sand, clean, or polish objects or parts to correct defects or to prepare surfaces for further finishing, using hand tools and power tools.
Related occupations",89
"Grinding and Polishing Workers, Hand","Measure and mark equipment, objects, or parts to ensure grinding and polishing standards are met.
Related occupations",87
"Grinding and Polishing Workers, Hand","Trim, scrape, or deburr objects or parts, using chisels, scrapers, and other hand tools and equipment.
Related occupations",86
"Grinding and Polishing Workers, Hand","Mark defects, such as knotholes, cracks, and splits, for repair.
Related occupations",85
"Grinding and Polishing Workers, Hand","Study blueprints or layouts to determine how to lay out workpieces or saw out templates.
Related occupations",84
"Grinding and Polishing Workers, Hand","Move controls to adjust, start, or stop equipment during grinding and polishing processes.
Related occupations",81
"Grinding and Polishing Workers, Hand","Load and adjust workpieces onto equipment or work tables, using hand tools.
Related occupations",79
"Grinding and Polishing Workers, Hand","Repair and maintain equipment, objects, or parts, using hand tools.
Related occupations",77
"Grinding and Polishing Workers, Hand","Select files or other abrasives, according to materials, sizes and shapes of workpieces, amount of stock to be removed, finishes specified, and steps in finishing processes.
Related occupations",76
"Grinding and Polishing Workers, Hand","File grooved, contoured, and irregular surfaces of metal objects, such as metalworking dies and machine parts, to conform to templates, other parts, layouts, or blueprint specifications.
Related occupations",67
"Grinding and Polishing Workers, Hand","Sharpen abrasive grinding tools, using machines and hand tools.
Related occupations",64
"Grinding and Polishing Workers, Hand","Transfer equipment, objects, or parts to specified work areas, using moving devices.
Related occupations",61
"Grinding and Polishing Workers, Hand","Remove completed workpieces from equipment or work tables, using hand tools, and place workpieces in containers.
Related occupations",80
"Grinding and Polishing Workers, Hand","Record product and processing data on specified forms.
Related occupations",72
"Grinding and Polishing Workers, Hand","Apply solutions and chemicals to equipment, objects, or parts, using hand tools.
Related occupations",64
"Grinding and Polishing Workers, Hand","Clean brass particles from files by drawing file cards through file grooves.
Related occupations",14
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Inspect or measure finished workpieces to determine conformance to specifications, using measuring instruments, such as gauges or micrometers.
Related occupations",91
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Measure workpieces and lay out work, using precision measuring devices.
Related occupations",86
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Observe machine operations to detect any problems, making necessary adjustments to correct problems.
Related occupations",85
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Move machine controls to index workpieces, and to adjust machines for pre-selected operational settings.
Related occupations",84
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Study blueprints, work orders, or machining instructions to determine product specifications, tool requirements, and operational sequences.
Related occupations",84
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Select machine tooling to be used, using knowledge of machine and production requirements.
Related occupations",83
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Mount and position tools in machine chucks, spindles, or other tool holding devices, using hand tools.
Related occupations",82
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Activate machine start-up switches to grind, lap, hone, debar, shear, or cut workpieces, according to specifications.
Related occupations",81
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend grinding and related tools that remove excess material or burrs from surfaces, sharpen edges or corners, or buff, hone, or polish metal or plastic workpieces.
Related occupations",81
