Occupation Name,Occupation URL,Tasks
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",https://www.onetonline.org/link/summary/49-9021.00,"['Adjust system controls to settings recommended by manufacturer to balance system.\nRelated occupations', 'Recommend, develop, or perform preventive or general maintenance procedures, such as cleaning, power-washing, or vacuuming equipment, oiling parts, or changing filters.\nRelated occupations', 'Inspect and test systems to verify system compliance with plans and specifications or to detect and locate malfunctions.\nRelated occupations', 'Repair or replace defective equipment, components, or wiring.\nRelated occupations', 'Install or repair self-contained ground source heat pumps or hybrid ground or air source heat pumps to minimize carbon-based energy consumption and reduce carbon emissions.\nRelated occupations', 'Install, connect, or adjust thermostats, humidistats, or timers.\nRelated occupations', 'Install auxiliary components to heating or cooling equipment, such as expansion or discharge valves, air ducts, pipes, blowers, dampers, flues, or stokers.\nRelated occupations', 'Braze or solder parts to repair defective joints and leaks.\nRelated occupations', ""Lay out and connect electrical wiring between controls and equipment, according to wiring diagrams, using electrician's hand tools.\nRelated occupations"", 'Perform mechanical overhauls and refrigerant reclaiming.\nRelated occupations', 'Install expansion and control valves, using acetylene torches and wrenches.\nRelated occupations', ""Measure, cut, thread, or bend pipe or tubing, using pipe fitter's tools.\nRelated occupations"", 'Mount compressor, condenser, and other components in specified locations on frames, using hand tools and acetylene welding equipment.\nRelated occupations', 'Install dehumidifiers or related equipment for spaces that require cool, dry air to operate efficiently, such as computer rooms.\nRelated occupations', 'Record and report time, materials, faults, deficiencies, or other unusual occurrences on work orders.\nRelated occupations', 'Keep records of repairs and replacements made and causes of malfunctions.\nRelated occupations', 'Cut or drill holes in floors, walls, or roof to install equipment, using power saws or drills.\nRelated occupations', 'Estimate, order, pick up, deliver, and install materials and supplies needed to maintain equipment in good working condition.\nRelated occupations', 'Schedule work with customers and initiate work orders, house requisitions, and orders from stock.\nRelated occupations', 'Supervise and instruct assistants.\nRelated occupations', 'Lay out reference points for installation of structural and functional components, using measuring instruments.\nRelated occupations', 'Lift and align components into position, using hoist or block and tackle.\nRelated occupations', 'Install or repair air purification systems, such as specialized filters or ultraviolet (UV) light purification systems.\nRelated occupations', 'Repair or service heating, ventilating, and air conditioning (HVAC) systems to improve efficiency, such as by changing filters, cleaning ducts, and refilling non-toxic refrigerants.\nRelated occupations', 'Test pipes, lines, components, and connections for leaks.\nRelated occupations']"
Heavy and Tractor-Trailer Truck Drivers,https://www.onetonline.org/link/summary/53-3032.00,"['Maintain logs of working hours or of vehicle service or repair status, following applicable state and federal regulations.\nRelated occupations', 'Read bills of lading to determine assignment details.\nRelated occupations', 'Report vehicle defects, accidents, traffic violations, or damage to the vehicles.\nRelated occupations', 'Perform basic vehicle maintenance tasks, such as adding oil, fuel, or radiator fluid, performing minor repairs, or washing trucks.\nRelated occupations', 'Couple or uncouple trailers by changing trailer jack positions, connecting or disconnecting air or electrical lines, or manipulating fifth-wheel locks.\nRelated occupations', 'Maneuver trucks into loading or unloading positions, following signals from loading crew and checking that vehicle and loading equipment are properly positioned.\nRelated occupations', 'Collect delivery instructions from appropriate sources, verifying instructions and routes.\nRelated occupations', 'Drive trucks with capacities greater than 13 tons, including tractor-trailer combinations, to transport and deliver products, livestock, or other materials.\nRelated occupations', 'Read and interpret maps to determine vehicle routes.\nRelated occupations', 'Check conditions of trailers after contents have been unloaded to ensure that there has been no damage.\nRelated occupations', 'Operate equipment, such as truck cab computers, CB radios, phones, or global positioning systems (GPS) equipment to exchange necessary information with bases, supervisors, or other drivers.\nRelated occupations', 'Drive trucks to weigh stations before and after loading and along routes in compliance with state regulations.\nRelated occupations', 'Load or unload trucks or help others with loading or unloading, using special loading-related equipment or other equipment as necessary.\nRelated occupations', 'Plan or adjust routes based on changing conditions, using computer equipment, global positioning systems (GPS) equipment, or other navigation devices, to minimize fuel consumption and carbon emissions.\nRelated occupations', 'Perform emergency roadside repairs, such as changing tires or installing light bulbs, tire chains, or spark plugs.\nRelated occupations', 'Remove debris from loaded trailers.\nRelated occupations', 'Secure cargo for transport, using ropes, blocks, chain, binders, or covers.\nRelated occupations', 'Follow appropriate safety procedures for transporting dangerous goods.\nRelated occupations', 'Inventory and inspect goods to be moved to determine quantities and conditions.\nRelated occupations', 'Follow special cargo-related procedures, such as checking refrigeration systems for frozen foods or providing food or water for livestock.\nRelated occupations', 'Install or remove special equipment, such as tire chains, grader blades, plow blades, or sanders.\nRelated occupations', 'Wrap and secure goods using pads, packing paper, containers, or straps.\nRelated occupations', 'Operate idle reduction systems or auxiliary power systems to generate power from alternative sources, such as fuel cells, to reduce idling time, to heat or cool truck cabins, or to provide power for other equipment.\nRelated occupations', 'Give directions to laborers who are packing goods and moving them onto trailers.\nRelated occupations']"
"Helpers, Construction Trades, All Other",https://www.onetonline.org/link/summary/47-3019.00,[]
"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",https://www.onetonline.org/link/summary/47-3011.00,"['Provide assistance in the preparation, installation, repair, or rebuilding of tile, brick, or stone surfaces.\nRelated occupations', 'Locate and supply materials to masons for installation, following drawings or numbered sequences.\nRelated occupations', 'Arrange or store materials, machines, tools, or equipment.\nRelated occupations', 'Clean installation surfaces, equipment, tools, work sites, or storage areas, using water, chemical solutions, oxygen lances, or polishing machines.\nRelated occupations', 'Move or position materials such as marble slabs, using cranes, hoists, or dollies.\nRelated occupations', 'Remove excess grout or residue from tile or brick joints, using sponges or trowels.\nRelated occupations', 'Apply grout between joints of bricks or tiles, using grouting trowels.\nRelated occupations', 'Apply caulk, sealants, or other agents to installed surfaces.\nRelated occupations', 'Remove damaged tile, brick, or mortar, and clean or prepare surfaces, using pliers, hammers, chisels, drills, wire brushes, or metal wire anchors.\nRelated occupations', 'Correct surface imperfections or fill chipped, cracked, or broken bricks or tiles, using fillers, adhesives, or grouting materials.\nRelated occupations']"
Helpers--Carpenters,https://www.onetonline.org/link/summary/47-3012.00,"['Cut timbers, lumber, or paneling to specified dimensions.\nRelated occupations', 'Position and hold timbers, lumber, or paneling in place for fastening or cutting.\nRelated occupations', 'Align, straighten, plumb, or square forms for installation.\nRelated occupations', 'Hold plumb bobs, sighting rods, or other equipment to aid in establishing reference points and lines.\nRelated occupations', 'Erect scaffolding, shoring, or braces.\nRelated occupations', 'Construct forms and assist in raising them to the required elevation.\nRelated occupations', 'Install handrails under the direction of a carpenter.\nRelated occupations', 'Glue and clamp edges or joints of assembled parts.\nRelated occupations', 'Smooth or sand surfaces to remove ridges, tool marks, glue, or caulking.\nRelated occupations', 'Secure stakes to grids for constructions of footings, nail scabs to footing forms, and vibrate and float concrete.\nRelated occupations', 'Cut and install insulating or sound-absorbing material.\nRelated occupations', 'Cut tile or linoleum to fit and spread adhesives on flooring for installation.\nRelated occupations', 'Cover surfaces with laminated plastic covering material.\nRelated occupations']"
Helpers--Electricians,https://www.onetonline.org/link/summary/47-3013.00,"['Drill holes and pull or push wiring through openings, using hand and power tools.\nRelated occupations', 'Clean work area and wash parts.\nRelated occupations', 'Perform semi-skilled and unskilled laboring duties related to the installation, maintenance and repair of a wide variety of electrical systems and equipment.\nRelated occupations', 'Thread conduit ends, connect couplings, and fabricate and secure conduit support brackets, using hand tools.\nRelated occupations', 'Disassemble defective electrical equipment, replace defective or worn parts, and reassemble equipment, using hand tools.\nRelated occupations', 'Construct controllers and panels, using power drills, drill presses, taps, saws, and punches.\nRelated occupations', 'Transport tools, materials, equipment, and supplies to work site by hand, handtruck, or heavy, motorized truck.\nRelated occupations', 'String transmission lines or cables through ducts or conduits, under the ground, through equipment, or to towers.\nRelated occupations', 'Install copper-clad ground rods, using a manual post driver.\nRelated occupations', 'Dig trenches or holes for installation of conduit or supports.\nRelated occupations', 'Raise, lower, or position equipment, tools, and materials, using hoist, hand line, or block and tackle.\nRelated occupations', 'Bolt component parts together to form tower assemblies, using hand tools.\nRelated occupations', 'Erect electrical system components and barricades, and rig scaffolds, hoists, and shoring.\nRelated occupations', 'Trim trees and clear undergrowth along right-of-way.\nRelated occupations', 'Requisition materials, using warehouse requisition or release forms.\nRelated occupations', 'Solder electrical connections, using soldering iron.\nRelated occupations', 'Paint a variety of objects related to electrical functions.\nRelated occupations', 'Break up concrete, using airhammer, to facilitate installation, construction, or repair of equipment.\nRelated occupations', 'Operate heavy equipment, such as backhoes.\nRelated occupations', 'Operate cutting torches and welding equipment, while working with conduit and metal components to construct devices associated with electrical functions.\nRelated occupations']"
Helpers--Extraction Workers,https://www.onetonline.org/link/summary/47-5081.00,"['Repair and maintain automotive and drilling equipment, using hand tools.\nRelated occupations', 'Clean up work areas and remove debris after extraction activities are complete.\nRelated occupations', 'Clean and prepare sites for excavation or boring.\nRelated occupations', 'Load materials into well holes or into equipment, using hand tools.\nRelated occupations', 'Provide assistance to extraction craft workers, such as earth drillers and derrick operators.\nRelated occupations', 'Collect and examine geological matter, using hand tools and testing devices.\nRelated occupations', 'Signal workers to start geological material extraction or boring.\nRelated occupations', 'Dismantle extracting and boring equipment used for excavation, using hand tools.\nRelated occupations', 'Dig trenches.\nRelated occupations']"
"Helpers--Installation, Maintenance, and Repair Workers",https://www.onetonline.org/link/summary/49-9098.00,"['Hold or supply tools, parts, equipment, and supplies for other workers.\nRelated occupations', 'Diagnose electrical problems and install and rewire electrical components.\nRelated occupations', 'Disassemble broken or defective equipment to facilitate repair and reassemble equipment when repairs are complete.\nRelated occupations', 'Position vehicles, machinery, equipment, physical structures, and other objects for assembly or installation, using hand tools, power tools, and moving equipment.\nRelated occupations', 'Transfer tools, parts, equipment, and supplies to and from work stations and other areas.\nRelated occupations', 'Adjust, maintain, and repair tools, equipment, and machines, and assist more skilled workers with similar tasks.\nRelated occupations', 'Order new parts to maintain inventory.\nRelated occupations', 'Apply protective materials to equipment, components, and parts to prevent defects and corrosion.\nRelated occupations', 'Design, weld, and fabricate parts, using blueprints or other mechanical plans.\nRelated occupations', 'Assemble and maintain physical structures, using hand or power tools.\nRelated occupations', 'Prepare work stations for use by mechanics and repairers.\nRelated occupations']"
"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",https://www.onetonline.org/link/summary/47-3014.00,"['Supply or hold tools and materials.\nRelated occupations', 'Smooth surfaces of articles to be painted, using sanding and buffing tools and equipment.\nRelated occupations', 'Mix plaster, and carry plaster to plasterers.\nRelated occupations', 'Place articles to be stripped into stripping tanks.\nRelated occupations', 'Remove articles such as cabinets, metal furniture, and paint containers from stripping tanks after prescribed periods of time.\nRelated occupations', 'Pour specified amounts of chemical solutions into stripping tanks.\nRelated occupations']"
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",https://www.onetonline.org/link/summary/47-3015.00,"['Fit or assist in fitting valves, couplings, or assemblies to tanks, pumps, or systems, using hand tools.\nRelated occupations', 'Requisition tools and equipment, select type and size of pipe, and collect and transport materials and equipment to work site.\nRelated occupations', 'Mount brackets and hangers on walls and ceilings to hold pipes, and set sleeves or inserts to provide support for pipes.\nRelated occupations', 'Excavate and grade ditches, and lay and join pipe for water and sewer service.\nRelated occupations', 'Disassemble and remove damaged or worn pipe.\nRelated occupations', 'Clean shop, work area, and machines, using solvent and rags.\nRelated occupations', 'Install gas burners to convert furnaces from wood, coal, or oil.\nRelated occupations', 'Fill pipes with sand or resin to prevent distortion, and hold pipes during bending and installation.\nRelated occupations', 'Immerse pipe in chemical solution to remove dirt, oil, and scale.\nRelated occupations', 'Clean and renew steam traps.\nRelated occupations']"
Helpers--Production Workers,https://www.onetonline.org/link/summary/51-9198.00,"['Observe equipment operations so that malfunctions can be detected, and notify operators of any malfunctions.\nRelated occupations', 'Remove products, machine attachments, or waste material from machines.\nRelated occupations', 'Lift raw materials, finished products, and packed items, manually or using hoists.\nRelated occupations', 'Transfer finished products, raw materials, tools, or equipment between storage and work areas of plants and warehouses, by hand or using hand trucks or powered lift trucks.\nRelated occupations', 'Pack and store materials and products.\nRelated occupations', 'Help production workers by performing duties of lesser skill, such as supplying or holding materials or tools, or cleaning work areas and equipment.\nRelated occupations', 'Count finished products to determine if product orders are complete.\nRelated occupations', 'Measure amounts of products, lengths of extruded articles, or weights of filled containers to ensure conformance to specifications.\nRelated occupations', 'Separate products according to weight, grade, size, or composition of materials used to produce them.\nRelated occupations', 'Turn valves to regulate flow of liquids or air, to reverse machines, to start pumps, or to regulate equipment.\nRelated occupations', 'Mark or tag identification on parts.\nRelated occupations', 'Mix ingredients according to specified procedures or formulas.\nRelated occupations', 'Tie products in bundles for further processing or shipment, following prescribed procedures.\nRelated occupations', 'Record information, such as the number of products tested, meter readings, or dates and times of product production.\nRelated occupations', 'Read gauges or charts, and record data obtained.\nRelated occupations', 'Unclamp and hoist full reels from braiding, winding, or other fabricating machines, using power hoists.\nRelated occupations', 'Signal coworkers to direct them to move products during the production process.\nRelated occupations', 'Clean and lubricate equipment.\nRelated occupations', 'Prepare raw materials for processing.\nRelated occupations', 'Perform minor repairs to machines, such as replacing damaged or worn parts.\nRelated occupations', 'Attach slings, ropes, or cables to objects such as pipes, hoses, or bundles.\nRelated occupations', 'Position spouts or chutes of storage bins so that containers can be filled.\nRelated occupations', 'Wash work areas, machines, equipment, vehicles, or products.\nRelated occupations', 'Break up defective products for reprocessing.\nRelated occupations', 'Cut or break flashing from materials or products.\nRelated occupations']"
Helpers--Roofers,https://www.onetonline.org/link/summary/47-3016.00,"['Cover roofs with layers of roofing felt or asphalt strips before installing tile, slate, or composition materials.\nRelated occupations', 'Remove old roofing materials.\nRelated occupations', 'Unload materials and tools from work trucks, and unroll roofing as directed.\nRelated occupations', 'Set ladders, scaffolds, and hoists in place for taking supplies to roofs.\nRelated occupations', 'Place tiles, nail them to roof boards, and cover nailheads with roofing cement.\nRelated occupations', 'Provide assistance to skilled roofers installing and repairing roofs, flashings, and surfaces.\nRelated occupations', 'Attach roofing paper and composition shingles, using nails.\nRelated occupations', 'Perform emergency leak repairs and general maintenance for a variety of roof types.\nRelated occupations', 'Attach sheets of metal to roof boards or building frameworks when installing metal roofs.\nRelated occupations', 'Hoist tar and roofing materials to roofs, using ropes and pulleys, or carry materials up ladders.\nRelated occupations', 'Apply shingles, gravel, or asphalt over the top layer of tar to protect the roofing material.\nRelated occupations', 'Chop tar into small pieces, and heat chopped tar in kettles.\nRelated occupations', 'Clear drains and downspouts and clean gutters.\nRelated occupations']"
Highway Maintenance Workers,https://www.onetonline.org/link/summary/47-4051.00,"['Clean and clear debris from culverts, catch basins, drop inlets, ditches, and other drain structures.\nRelated occupations', 'Drive heavy equipment and vehicles with adjustable attachments to sweep debris from paved surfaces, mow grass and weeds, remove snow and ice, and spread salt and sand.\nRelated occupations', 'Haul and spread sand, gravel, and clay to fill washouts and repair road shoulders.\nRelated occupations', 'Inspect, clean, and repair drainage systems, bridges, tunnels, and other structures.\nRelated occupations', 'Remove litter and debris from roadways, including debris from rock and mud slides.\nRelated occupations', 'Dump, spread, and tamp asphalt, using pneumatic tampers, to repair joints and patch broken pavement.\nRelated occupations', 'Perform roadside landscaping work, such as clearing weeds and brush, and planting and trimming trees.\nRelated occupations', 'Apply poisons along roadsides and in animal burrows to eliminate unwanted roadside vegetation and rodents.\nRelated occupations', 'Measure and mark locations for installation of markers, using tape, string, or chalk.\nRelated occupations', 'Paint traffic control lines and place pavement traffic messages, by hand or using machines.\nRelated occupations', 'Apply oil to road surfaces, using sprayers.\nRelated occupations', 'Inspect markers to verify accurate installation.\nRelated occupations', 'Place and remove snow fences used to prevent the accumulation of drifting snow on highways.\nRelated occupations', 'Blend compounds to form adhesive mixtures used for marker installation.\nRelated occupations']"
Histology Technicians,https://www.onetonline.org/link/summary/29-2012.01,"['Mount tissue specimens on glass slides.\nRelated occupations', 'Operate computerized laboratory equipment to dehydrate, decalcify, or microincinerate tissue samples.\nRelated occupations', 'Stain tissue specimens with dyes or other chemicals to make cell details visible under microscopes.\nRelated occupations']"
Historians,https://www.onetonline.org/link/summary/19-3093.00,"['Organize data, and analyze and interpret its authenticity and relative significance.\nRelated occupations', 'Research the history of a particular country or region, or of a specific time period.\nRelated occupations', 'Conduct historical research, and publish or present findings and theories.\nRelated occupations', 'Recommend actions related to historical art, such as which items to add to a collection or which items to display in an exhibit.\nRelated occupations', 'Determine which topics to research, or pursue research topics specified by clients or employers.\nRelated occupations', 'Speak to various groups, organizations, and clubs to promote the aims and activities of historical societies.\nRelated occupations', 'Advise or consult with individuals and institutions regarding issues such as the historical authenticity of materials or the customs of a specific historical period.\nRelated occupations', 'Prepare publications and exhibits, or review those prepared by others, to ensure their historical accuracy.\nRelated occupations', 'Trace historical development in a particular field, such as social, cultural, political, or diplomatic history.\nRelated occupations', 'Organize information for publication and for other means of dissemination, such as via storage media or the Internet.\nRelated occupations', 'Interview people to gather information about historical events and to record oral histories.\nRelated occupations', 'Collect detailed information on individuals for use in biographies.\nRelated occupations', 'Edit historical society publications.\nRelated occupations', 'Coordinate activities of workers engaged in cataloging and filing materials.\nRelated occupations', 'Translate or request translation of reference materials.\nRelated occupations', 'Teach and conduct research in colleges, universities, museums, and other research agencies and schools.\nRelated occupations']"
"History Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1125.00,"['Compile, administer, and grade examinations, or assign this work to others.\nRelated occupations', ""Evaluate and grade students' class work, assignments, and papers.\nRelated occupations"", 'Maintain student attendance records, grades, and other required records.\nRelated occupations', 'Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.\nRelated occupations', 'Select and obtain materials and supplies, such as textbooks.\nRelated occupations', 'Maintain regularly scheduled office hours to advise and assist students.\nRelated occupations', 'Review books and journal articles for potential publication.\nRelated occupations', 'Supervise undergraduate or graduate teaching, internship, and research work.\nRelated occupations', 'Perform administrative duties, such as serving as department head.\nRelated occupations', 'Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.\nRelated occupations', 'Collaborate with colleagues to address teaching and research issues.\nRelated occupations', 'Advise students on academic and vocational curricula and on career issues.\nRelated occupations', 'Participate in student recruitment, registration, and placement activities.\nRelated occupations', 'Write grant proposals to procure external research funding.\nRelated occupations', 'Compile bibliographies of specialized materials for outside reading assignments.\nRelated occupations', 'Develop, maintain, and teach online courses.\nRelated occupations', 'Participate in campus and community events.\nRelated occupations', 'Act as advisers to student organizations.\nRelated occupations', 'Teach community courses and speak to local groups and organizations.\nRelated occupations', 'Provide professional consulting services to government, educational institutions, or industry.\nRelated occupations']"
Histotechnologists,https://www.onetonline.org/link/summary/29-2011.04,"['Perform tests by following physician instructions.\nRelated occupations', 'Operate computerized laboratory equipment to dehydrate, decalcify, or microincinerate tissue samples.\nRelated occupations', 'Prepare substances, such as reagents and dilution, and stains for histological specimens according to protocols.\nRelated occupations', 'Resolve problems with laboratory equipment and instruments, such as microscopes, mass spectrometers, microtomes, immunostainers, tissue processors, embedding centers, and water baths.\nRelated occupations', 'Examine slides under microscopes to ensure tissue preparation meets laboratory requirements.\nRelated occupations', 'Prepare or use prepared tissue specimens for teaching, research or diagnostic purposes.\nRelated occupations', 'Perform procedures associated with histochemistry to prepare specimens for immunofluorescence or microscopy.\nRelated occupations', 'Identify tissue structures or cell components to be used in the diagnosis, prevention, or treatment of diseases.\nRelated occupations', 'Supervise histology laboratory activities.\nRelated occupations', 'Teach students or other staff.\nRelated occupations', 'Perform electron microscopy or mass spectrometry to analyze specimens.\nRelated occupations']"
Hoist and Winch Operators,https://www.onetonline.org/link/summary/53-7041.00,"['Select loads or materials according to weight and size specifications.\nRelated occupations', 'Signal and assist other workers loading or unloading materials.\nRelated occupations', 'Attach, fasten, and disconnect cables or lines to loads, materials, and equipment, using hand tools.\nRelated occupations', 'Apply hand or foot brakes and move levers to lock hoists or winches.\nRelated occupations', 'Oil winch drums so that cables will wind smoothly.\nRelated occupations', 'Climb ladders to position and set up vehicle-mounted derricks.\nRelated occupations', 'Repair, maintain, and adjust equipment, using hand tools.\nRelated occupations', 'Tend auxiliary equipment, such as jacks, slings, cables, or stop blocks, to facilitate moving items or materials for further processing.\nRelated occupations']"
Home Appliance Repairers,https://www.onetonline.org/link/summary/49-9031.00,"['Replace worn and defective parts such as switches, bearings, transmissions, belts, gears, circuit boards, or defective wiring.\nRelated occupations', 'Provide repair cost estimates, and recommend whether appliance repair or replacement is a better choice.\nRelated occupations', 'Disassemble appliances so that problems can be diagnosed and repairs can be made.\nRelated occupations', 'Respond to emergency calls for problems such as gas leaks.\nRelated occupations', 'Service and repair domestic electrical or gas appliances, such as clothes washers, refrigerators, stoves, and dryers.\nRelated occupations', 'Reassemble units after repairs are made, making adjustments and cleaning and lubricating parts as needed.\nRelated occupations', 'Record maintenance and repair work performed on appliances.\nRelated occupations', 'Test and examine gas pipelines and equipment to locate leaks and faulty connections, and to determine the pressure and flow of gas.\nRelated occupations', 'Light and adjust pilot lights on gas stoves, and examine valves and burners for gas leakage and specified flame.\nRelated occupations', 'Instruct customers regarding operation and care of appliances, and provide information such as emergency service numbers.\nRelated occupations', 'Contact supervisors or offices to receive repair assignments.\nRelated occupations', 'Maintain stocks of parts used in on-site installation, maintenance, and repair of appliances.\nRelated occupations', 'Level refrigerators, adjust doors, and connect water lines to water pipes for ice makers and water dispensers, using hand tools.\nRelated occupations', 'Observe and test operation of appliances following installation, and make any initial installation adjustments that are necessary.\nRelated occupations', 'Set appliance thermostats, and check to ensure that they are functioning properly.\nRelated occupations', 'Install appliances such as refrigerators, washing machines, and stoves.\nRelated occupations', 'Level washing machines and connect hoses to water pipes, using hand tools.\nRelated occupations', 'Clean and reinstall parts.\nRelated occupations', 'Clean, lubricate, and touch up minor defects on newly installed or repaired appliances.\nRelated occupations', 'Conserve, recover, and recycle refrigerants used in cooling systems.\nRelated occupations', 'Install gas pipes and water lines to connect appliances to existing gas lines or plumbing.\nRelated occupations', 'Take measurements to determine if appliances will fit in installation locations, performing minor carpentry work when necessary to ensure proper installation.\nRelated occupations', 'Measure, cut, and thread pipe, and connect it to feeder lines and equipment or appliances, using rules and hand tools.\nRelated occupations', 'Assemble new or reconditioned appliances.\nRelated occupations']"
Home Health Aides,https://www.onetonline.org/link/summary/31-1121.00,"['Plan, purchase, prepare, or serve meals to patients or other family members, according to prescribed diets.\nRelated occupations', ""Check patients' pulse, temperature, and respiration.\nRelated occupations"", 'Provide patients and families with emotional support and instruction in areas such as caring for infants, preparing healthy meals, living independently, or adapting to disability or illness.\nRelated occupations', 'Perform a variety of duties as requested by client, such as obtaining household supplies or running errands.\nRelated occupations', 'Direct patients in simple prescribed exercises or in the use of braces or artificial limbs.\nRelated occupations', 'Massage patients or apply preparations or treatments, such as liniment, alcohol rubs, or heat-lamp stimulation.\nRelated occupations', 'Administer prescribed oral medications, under the written direction of physician or as directed by home care nurse or aide, and ensure patients take their medicine.\nRelated occupations', 'Care for children with disabilities or who have sick parents or parents with disabilities.\nRelated occupations', ""Accompany clients to doctors' offices or on other trips outside the home, providing transportation, assistance, and companionship.\nRelated occupations"", 'Change dressings.\nRelated occupations']"
Hospitalists,https://www.onetonline.org/link/summary/29-1229.02,"['Write patient discharge summaries and send them to primary care physicians.\nRelated occupations', 'Refer patients to medical specialists, social services, or other professionals as appropriate.\nRelated occupations', 'Direct, coordinate, or supervise the patient care activities of nursing or support staff.\nRelated occupations', 'Attend inpatient consultations in areas of specialty.\nRelated occupations', ""Communicate with patients' primary care physicians upon admission, when treatment plans change, or at discharge to maintain continuity and quality of care.\nRelated occupations"", 'Participate in continuing education activities to maintain or enhance knowledge and skills.\nRelated occupations', 'Direct or support quality improvement projects or safety programs.\nRelated occupations', 'Direct the operations of short stay or specialty units.\nRelated occupations', 'Train or supervise medical students, residents, or other health professionals.\nRelated occupations']"
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",https://www.onetonline.org/link/summary/35-9031.00,"['Speak with patrons to ensure satisfaction with food and service, to respond to complaints, or to make conversation.\nRelated occupations', 'Take and prepare to-go orders.\nRelated occupations', ""Maintain contact with kitchen staff, management, serving staff, and customers to ensure that dining details are handled properly and customers' concerns are addressed.\nRelated occupations"", ""Receive and record patrons' dining reservations.\nRelated occupations"", 'Inspect dining and serving areas to ensure cleanliness and proper setup.\nRelated occupations', 'Inform patrons of establishment specialties and features.\nRelated occupations', 'Inspect restrooms for cleanliness and availability of supplies, and clean restrooms when necessary.\nRelated occupations', 'Assist other restaurant workers by serving food and beverages, or by bussing tables.\nRelated occupations', 'Supervise and coordinate activities of dining room staff to ensure that patrons receive prompt and courteous service.\nRelated occupations', 'Hire, train, and supervise food and beverage service staff.\nRelated occupations', 'Prepare cash receipts after establishments close, and make bank deposits.\nRelated occupations', 'Direct patrons to coatrooms and waiting areas, such as lounges.\nRelated occupations', 'Plan parties or other special events and services.\nRelated occupations', 'Order or requisition supplies and equipment for tables and serving stations.\nRelated occupations', 'Perform marketing and advertising services.\nRelated occupations', ""Confer with other staff to help plan establishments' menus.\nRelated occupations""]"
"Hotel, Motel, and Resort Desk Clerks",https://www.onetonline.org/link/summary/43-4081.00,"[""Keep records of room availability and guests' accounts, manually or using computers.\nRelated occupations"", 'Post charges, such as those for rooms, food, liquor, or telephone calls, to ledgers, manually or by using computers.\nRelated occupations', 'Review accounts and charges with guests during the check out process.\nRelated occupations', 'Record guest comments or complaints, referring customers to managers as necessary.\nRelated occupations', 'Compute bills, collect payments, and make change for guests.\nRelated occupations', 'Transmit and receive messages, using telephones or telephone switchboards.\nRelated occupations', 'Answer inquiries pertaining to hotel services, guest registration, and travel directions, or make recommendations regarding shopping, dining, or entertainment.\nRelated occupations', 'Advise housekeeping staff when rooms have been vacated and are ready for cleaning.\nRelated occupations', 'Perform bookkeeping activities, such as balancing accounts and conducting nightly audits.\nRelated occupations', 'Clean and maintain lobby and common areas, such as restocking supplies and watering plants.\nRelated occupations', 'Prepare for basic food service, such as setting up continental breakfast or coffee and tea supplies.\nRelated occupations', 'Date-stamp, sort, and rack incoming mail and messages.\nRelated occupations', 'Arrange tours, taxis, or restaurant reservations for customers.\nRelated occupations', ""Deposit guests' valuables in hotel safes or safe-deposit boxes.\nRelated occupations"", 'Plan, schedule or supervise the work of other employees.\nRelated occupations']"
