Occupation Name,Task Description,Importance,Verb-Noun Pairs,Meaningful Verb-Noun Pairs,Unmeaningful Verb-Noun Pairs
Food Batchmakers,"Grade food products according to government regulations or according to type, color, bouquet, and moisture content.
Related occupations",83,[],[],[]
Food Cooking Machine Operators and Tenders,"Record production and test data, such as processing steps, temperature and steam readings, cooking time, batches processed, and test results.
Related occupations",86,[],[],[]
Food Preparation Workers,"Take and record temperature of food and food storage areas, such as refrigerators and freezers.
Related occupations",89,[],[],[]
Food Preparation Workers,"Vacuum dining area and sweep and mop kitchen floor.
Related occupations",84,[],[],[]
Food Preparation Workers,"Load dishes, glasses, and tableware into dishwashing machines.
Related occupations",79,"[('dishwashe', 'machine')]",[],"[('dishwashe', 'machine')]"
Food Preparation Workers,"Portion and wrap food, or place it directly on plates for service to patrons.
Related occupations",79,[],[],[]
Food Preparation Workers,"Place food trays over food warmers for immediate service, or store them in refrigerated storage cabinets.
Related occupations",77,[],[],[]
Food Preparation Workers,"Mix ingredients for green salads, molded fruit salads, vegetable salads, and pasta salads.
Related occupations",75,[],[],[]
Food Preparation Workers,"Scrape leftovers from dishes into garbage containers.
Related occupations",67,[],[],[]
Food Preparation Workers,"Butcher and clean fowl, fish, poultry, and shellfish to prepare for cooking or serving.
Related occupations",77,[],[],[]
"Food Servers, Nonrestaurant","Record amounts and types of special food items served to customers.
Related occupations",83,[],[],[]
"Food Servers, Nonrestaurant","Stock service stations with items, such as ice, napkins, or straws.
Related occupations",82,[],[],[]
Food Service Managers,"Establish standards for personnel performance and customer service.
Related occupations",85,[],[],[]
Food Service Managers,"Greet guests, escort them to their seats, and present them with menus and wine lists.
Related occupations",85,[],[],[]
Food Service Managers,"Schedule staff hours and assign duties.
Related occupations",83,[],[],[]
Food Service Managers,"Order and purchase equipment and supplies.
Related occupations",77,[],[],[]
Food Service Managers,"Plan menus and food utilization, based on anticipated number of guests, nutritional value, palatability, popularity, and costs.
Related occupations",76,[],[],[]
"Foreign Language and Literature Teachers, Postsecondary","Evaluate and grade students' class work, assignments, and papers.
Related occupations",91,[],[],[]
"Foreign Language and Literature Teachers, Postsecondary","Initiate, facilitate, and moderate classroom discussions.
Related occupations",90,[],[],[]
"Foreign Language and Literature Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.
Related occupations",76,[],[],[]
"Foreign Language and Literature Teachers, Postsecondary","Advise students on academic and vocational curricula and on career issues.
Related occupations",73,[],[],[]
"Foreign Language and Literature Teachers, Postsecondary","Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.
Related occupations",64,[],[],[]
"Foreign Language and Literature Teachers, Postsecondary","Organize and direct study abroad programs.
Related occupations",57,[],[],[]
"Foreign Language and Literature Teachers, Postsecondary","Participate in student recruitment, registration, and placement activities.
Related occupations",57,[],[],[]
"Foreign Language and Literature Teachers, Postsecondary","Compile bibliographies of specialized materials for outside reading assignments.
Related occupations",56,[],[],[]
"Foreign Language and Literature Teachers, Postsecondary","Participate in campus and community events.
Related occupations",54,[],[],[]
"Foreign Language and Literature Teachers, Postsecondary","Act as advisers to student organizations.
Related occupations",46,[],[],[]
Forensic Science Technicians,"Testify in court about investigative or analytical methods or findings.
Related occupations",88,[],[],[]
Forensic Science Technicians,"Analyze gunshot residue and bullet paths to determine how shootings occurred.
Related occupations",71,[],[],[]
Forensic Science Technicians,"Confer with ballistics, fingerprinting, handwriting, documents, electronics, medical, chemical, or metallurgical experts concerning evidence and its interpretation.
Related occupations",71,[],[],[]
Forensic Science Technicians,"Examine footwear, tire tracks, or other types of impressions.
Related occupations",57,[],[],[]
Forensic Science Technicians,"Determine types of bullets and specific weapons used in shootings.
Related occupations",76,[],[],[]
Forensic Science Technicians,"Compare objects, such as tools, with impression marks to determine whether a specific object is responsible for a specific mark.
Related occupations",69,[],[],[]
Forest and Conservation Technicians,"Issue fire permits, timber permits, and other forest use licenses.
Related occupations",57,[],[],[]
Forest Fire Inspectors and Prevention Specialists,"Relay messages about emergencies, accidents, locations of crew and personnel, and fire hazard conditions.
Related occupations",89,[],[],[]
Forest Fire Inspectors and Prevention Specialists,"Direct crews working on firelines during forest fires.
Related occupations",83,[],[],[]
Forest Fire Inspectors and Prevention Specialists,"Locate forest fires on area maps, using azimuth sighters and known landmarks.
Related occupations",83,"[('use', 'sighter')]",[],"[('use', 'sighter')]"
Forest Fire Inspectors and Prevention Specialists,"Extinguish smaller fires with portable extinguishers, shovels, and axes.
Related occupations",80,[],[],[]
Forest Fire Inspectors and Prevention Specialists,"Administer regulations regarding sanitation, fire prevention, violation corrections, and related forest regulations.
Related occupations",65,[],[],[]
Foresters,"Procure timber from private landowners.
Related occupations",68,[],[],[]
Foresters,"Subcontract with loggers or pulpwood cutters for tree removal and to aid in road layout.
Related occupations",65,[],[],[]
Foresters,"Direct, and participate in, forest fire suppression.
Related occupations",54,[],[],[]
Foresters,"Plan and direct construction and maintenance of recreation facilities, fire towers, trails, roads and bridges, ensuring that they comply with guidelines and regulations set for forested public lands.
Related occupations",48,[],[],[]
"Forestry and Conservation Science Teachers, Postsecondary","Evaluate and grade students' class work, assignments, and papers.
Related occupations",85,[],[],[]
"Forestry and Conservation Science Teachers, Postsecondary","Supervise students' laboratory or field work.
Related occupations",85,[],[],[]
"Forestry and Conservation Science Teachers, Postsecondary","Initiate, facilitate, and moderate classroom discussions.
Related occupations",80,[],[],[]
"Forestry and Conservation Science Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.
Related occupations",79,[],[],[]
"Forestry and Conservation Science Teachers, Postsecondary","Advise students on academic and vocational curricula and on career issues.
Related occupations",79,[],[],[]
"Forestry and Conservation Science Teachers, Postsecondary","Act as advisers to student organizations.
Related occupations",62,[],[],[]
"Forestry and Conservation Science Teachers, Postsecondary","Participate in student recruitment, registration, and placement activities.
Related occupations",62,[],[],[]
"Forestry and Conservation Science Teachers, Postsecondary","Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.
Related occupations",57,[],[],[]
"Forestry and Conservation Science Teachers, Postsecondary","Review papers for colleagues and scientific journals.
Related occupations",53,[],[],[]
"Forestry and Conservation Science Teachers, Postsecondary","Participate in campus and community events.
Related occupations",47,[],[],[]
"Forestry and Conservation Science Teachers, Postsecondary","Compile bibliographies of specialized materials for outside reading assignments.
Related occupations",43,[],[],[]
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Confer with other workers about machine setups and operational specifications.
Related occupations",78,[],[],[]
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Remove dies from machines when production runs are finished.
Related occupations",74,[],[],[]
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Select, align, and bolt positioning fixtures, stops, and specified dies to rams and anvils, forging rolls, or presses and hammers.
Related occupations",71,[],[],[]
Foundry Mold and Coremakers,"Position patterns inside mold sections, and clamp sections together.
Related occupations",91,[],[],[]
Foundry Mold and Coremakers,"Position cores into lower sections of molds, and reassemble molds for pouring.
Related occupations",91,[],[],[]
Foundry Mold and Coremakers,"Cut spouts, runner holes, and sprue holes into molds.
Related occupations",82,[],[],[]
"Fraud Examiners, Investigators and Analysts","Gather financial documents related to investigations.
Related occupations",96,[],[],[]
"Fraud Examiners, Investigators and Analysts","Testify in court regarding investigation findings.
Related occupations",86,[],[],[]
"Fraud Examiners, Investigators and Analysts","Recommend actions in fraud cases.
Related occupations",82,[],[],[]
"Fraud Examiners, Investigators and Analysts","Conduct in-depth investigations of suspicious financial activity, such as suspected money-laundering efforts.
Related occupations",77,[],[],[]
"Fraud Examiners, Investigators and Analysts","Train others in fraud detection and prevention techniques.
Related occupations",72,"[('train', 'other')]",[],"[('train', 'other')]"
"Fraud Examiners, Investigators and Analysts","Negotiate with responsible parties to arrange for recovery of losses due to fraud.
Related occupations",69,[],[],[]
"Fraud Examiners, Investigators and Analysts","Arrest individuals to be charged with fraud.
Related occupations",69,[],[],[]
Freight Forwarders,"Arrange for special transport of sensitive cargoes, such as livestock, food, or medical supplies.
Related occupations",88,[],[],[]
Freight Forwarders,"Arrange for applicable duties, taxes, or paperwork for customs clearance.
Related occupations",88,[],[],[]
Freight Forwarders,"Complete customs paperwork.
Related occupations",87,[],[],[]
Freight Forwarders,"Select shipment routes, based on nature of goods shipped, transit times, or security needs.
Related occupations",85,[],[],[]
Freight Forwarders,"Calculate weight, volume, or cost of goods to be moved.
Related occupations",85,[],[],[]
Freight Forwarders,"Arrange delivery or storage of goods at destinations.
Related occupations",84,[],[],[]
Freight Forwarders,"Pay or arrange for payment of freight or insurance fees or other charges.
Related occupations",83,[],[],[]
Freight Forwarders,"Monitor or record locations of goods in transit.
Related occupations",82,[],[],[]
Fuel Cell Engineers,"Validate design of fuel cells, fuel cell components, or fuel cell systems.
Related occupations",68,[],[],[]
Fuel Cell Engineers,"Fabricate prototypes of fuel cell components, assemblies, stacks, or systems.
Related occupations",66,[],[],[]
Fuel Cell Engineers,"Design fuel cell systems, subsystems, stacks, assemblies, or components, such as electric traction motors or power electronics.
Related occupations",61,[],[],[]
Fuel Cell Engineers,"Coordinate fuel cell engineering or test schedules with departments outside engineering, such as manufacturing.
Related occupations",57,[],[],[]
Fundraisers,"Secure commitments of participation or donation from individuals or corporate donors.
Related occupations",95,[],[],[]
Fundraisers,"Solicit cash or in-kind donations or sponsorships from individual, business, or government donors.
Related occupations",88,[],[],[]
Fundraisers,"Direct or supervise fundraising staff, including volunteer staff members.
Related occupations",76,[],[],[]
Fundraisers,"Establish fundraising or participation goals for special events or specified time periods.
Related occupations",74,[],[],[]
Fundraisers,"Recruit sponsors, participants, or volunteers for fundraising events.
Related occupations",71,[],[],[]
Fundraisers,"Monitor budgets, expense reports, or other financial data for fundraising organizations.
Related occupations",60,[],[],[]
Fundraisers,"Plan and direct special events for fundraising, such as silent auctions, dances, golf events, or walks.
Related occupations",56,[],[],[]
Fundraisers,"Direct or coordinate Web-based fundraising activities, such as online auctions or donation Web sites.
Related occupations",52,[],[],[]
Fundraisers,"Coordinate transportation or delivery of materials, supplies, or donations for fundraising events.
Related occupations",55,[],[],[]
Funeral Attendants,"Close caskets at appropriate point in services.
Related occupations",85,[],[],[]
Funeral Attendants,"Place caskets in parlors or chapels prior to wakes or funerals.
Related occupations",83,[],[],[]
Funeral Attendants,"Clean funeral parlors or chapels.
Related occupations",77,[],[],[]
Funeral Attendants,"Clean and drive funeral vehicles, such as cars or hearses, in funeral processions.
Related occupations",75,[],[],[]
Funeral Attendants,"Act as pallbearers.
Related occupations",75,[],[],[]
Funeral Attendants,"Embalm, dress, cosmeticize, and casket the deceased.
Related occupations",92,[],[],[]
Funeral Attendants,"Transport the deceased to the funeral home.
Related occupations",89,[],[],[]
Funeral Attendants,"Assist with cremations and the processing and packaging of cremated remains.
Related occupations",88,[],[],[]
Funeral Home Managers,"Schedule funerals, burials, or cremations.
Related occupations",94,[],[],[]
Funeral Home Managers,"Respond to customer complaints, legal inquiries, payment negotiations, or other post-service matters.
Related occupations",72,[],[],[]
Funeral Home Managers,"Schedule work hours for funeral home or contract employees.
Related occupations",70,[],[],[]
Funeral Home Managers,"Set prices or credit terms for funeral products or services.
Related occupations",69,[],[],[]
Funeral Home Managers,"Identify skill development needs for funeral home staff.
Related occupations",66,[],[],[]
Funeral Home Managers,"Direct or monitor administrative, support, repair, or maintenance services for funeral homes.
Related occupations",65,[],[],[]
Furniture Finishers,"Wash surfaces to prepare them for finish application.
Related occupations",76,[],[],[]
Gambling and Sports Book Writers and Runners,"Answer questions about game rules or casino policies.
Related occupations",77,[],[],[]
Gambling and Sports Book Writers and Runners,"Open or close cash floats or game tables.
Related occupations",91,[],[],[]
Gambling and Sports Book Writers and Runners,"Deliver tickets, cards, and money to bingo callers.
Related occupations",73,[],[],[]
Gambling and Sports Book Writers and Runners,"Supervise staff and games and mediate disputes.
Related occupations",70,[],[],[]
Gambling Cage Workers,"Cash checks and process credit card advances for patrons.
Related occupations",95,[],[],[]
Gambling Cage Workers,"Supply currency, coins, chips, or gaming checks to other departments as needed.
Related occupations",95,[],[],[]
Gambling Cage Workers,"Prepare reports, including assignment of company funds or recording of department revenues.
Related occupations",95,[],[],[]
Gambling Change Persons and Booth Cashiers,"Reconcile daily summaries of transactions to balance books.
Related occupations",94,[],[],[]
Gambling Change Persons and Booth Cashiers,"Furnish change persons with a money bank at the start of each shift.
Related occupations",86,[],[],[]
Gambling Change Persons and Booth Cashiers,"Clean casino areas.
Related occupations",72,[],[],[]
Gambling Dealers,"Greet customers and make them feel welcome.
Related occupations",97,[],[],[]
Gambling Dealers,"Receive, verify, and record patrons' cash wagers.
Related occupations",92,[],[],[]
Gambling Dealers,"Conduct gambling games, such as dice, roulette, cards, or keno, following all applicable rules and regulations.
Related occupations",92,[],[],[]
Gambling Dealers,"Work as part of a team of dealers in games, such as baccarat or craps.
Related occupations",91,[],[],[]
Gambling Dealers,"Open and close cash floats and game tables.
Related occupations",88,[],[],[]
Gambling Dealers,"Answer questions about game rules and casino policies.
Related occupations",88,[],[],[]
Gambling Dealers,"Seat patrons at gaming tables.
Related occupations",85,[],[],[]
Gambling Surveillance Officers and Gambling Investigators,"Act as oversight or security agents for management or customers.
Related occupations",86,[],[],[]
Gas Compressor and Gas Pumping Station Operators,"Record instrument readings and operational changes in operating logs.
Related occupations",82,[],[],[]
Gas Plant Operators,"Control operation of compressors, scrubbers, evaporators, and refrigeration equipment to liquefy, compress, or regasify natural gas.
Related occupations",88,"[('regasify', 'gas')]",[],"[('regasify', 'gas')]"
Gas Plant Operators,"Record, review, and compile operations records, test results, and gauge readings such as temperatures, pressures, concentrations, and flows.
Related occupations",86,[],[],[]
Gas Plant Operators,"Contact maintenance crews when necessary.
Related occupations",76,[],[],[]
Gem and Diamond Workers,"Assign polish, symmetry, and clarity grades to stones, according to established grading systems.
Related occupations",91,[],[],[]
Gem and Diamond Workers,"Estimate wholesale and retail value of gems, following pricing guides, market fluctuations, and other relevant economic factors.
Related occupations",85,[],[],[]
Gem and Diamond Workers,"Sort rough diamonds into categories based on shape, size, color, and quality.
Related occupations",83,[],[],[]
Gem and Diamond Workers,"Secure gems or diamonds in holders, chucks, dops, lapidary sticks, or blocks for cutting, polishing, grinding, drilling, or shaping.
Related occupations",81,[],[],[]
General and Operations Managers,"Direct and coordinate activities of businesses or departments concerned with the production, pricing, sales, or distribution of products.
Related occupations",79,[],[],[]
General and Operations Managers,"Set prices or credit terms for goods or services, based on forecasts of customer demand.
Related occupations",75,[],[],[]
General and Operations Managers,"Direct non-merchandising departments of businesses, such as advertising or purchasing.
Related occupations",63,[],[],[]
General and Operations Managers,"Plan store layouts or design displays.
Related occupations",48,[],[],[]
General and Operations Managers,"Recommend locations for new facilities, or oversee the remodeling or renovating of current facilities.
Related occupations",45,"[('oversee', 'remodeling')]",[],"[('oversee', 'remodeling')]"
General Internal Medicine Physicians,"Refer patient to medical specialist or other practitioner when necessary.
Related occupations",82,[],[],[]
General Internal Medicine Physicians,"Immunize patients to protect them from preventable diseases.
Related occupations",76,[],[],[]
General Internal Medicine Physicians,"Direct and coordinate activities of nurses, students, assistants, specialists, therapists, and other medical staff.
Related occupations",71,[],[],[]
Genetic Counselors,"Engage in research activities related to the field of medical genetics or genetic counseling.
Related occupations",59,[],[],[]
Genetic Counselors,"Collect for, or share with, research projects patient data on specific genetic disorders or syndromes.
Related occupations",55,"[('patient', 'datum')]",[],"[('patient', 'datum')]"
Geneticists,"Design and maintain genetics computer databases.
Related occupations",49,[],[],[]
Geneticists,"Participate in the development of endangered species breeding programs or species survival plans.
Related occupations",44,[],[],[]
Geographers,"Gather and compile geographic data from sources such as censuses, field observations, satellite imagery, aerial photographs, and existing maps.
Related occupations",79,[],[],[]
Geographers,"Write and present reports of research findings.
Related occupations",78,[],[],[]
Geographers,"Conduct field work at outdoor sites.
Related occupations",65,[],[],[]
Geographic Information Systems Technologists and Technicians,"Maintain or modify existing Geographic Information Systems (GIS) databases.
Related occupations",85,[],[],[]
Geographic Information Systems Technologists and Technicians,"Select cartographic elements needed for effective presentation of information.
Related occupations",75,[],[],[]
Geographic Information Systems Technologists and Technicians,"Confer with users to analyze, configure, or troubleshoot applications.
Related occupations",67,[],[],[]
Geographic Information Systems Technologists and Technicians,"Design, program, or model Geographic Information Systems (GIS) applications or procedures.
Related occupations",64,[],[],[]
Geographic Information Systems Technologists and Technicians,"Transfer or rescale information from original photographs onto maps or other photographs.
Related occupations",58,[],[],[]
Geographic Information Systems Technologists and Technicians,"Conduct research, data analysis, systems design, or support for software such as Geographic Information Systems (GIS) or Global Positioning Systems (GPS) mapping software.
Related occupations",Not available,[],[],[]
"Geography Teachers, Postsecondary","Evaluate and grade students' class work, assignments, and papers.
Related occupations",84,[],[],[]
"Geography Teachers, Postsecondary","Initiate, facilitate, and moderate classroom discussions.
Related occupations",81,[],[],[]
"Geography Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.
Related occupations",75,[],[],[]
"Geography Teachers, Postsecondary","Supervise students' laboratory and field work.
Related occupations",67,[],[],[]
"Geography Teachers, Postsecondary","Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.
Related occupations",64,[],[],[]
"Geography Teachers, Postsecondary","Advise students on academic and vocational curricula and on career issues.
Related occupations",62,[],[],[]
"Geography Teachers, Postsecondary","Participate in student recruitment, registration, and placement activities.
Related occupations",51,[],[],[]
"Geography Teachers, Postsecondary","Participate in campus and community events.
Related occupations",48,[],[],[]
"Geography Teachers, Postsecondary","Compile bibliographies of specialized materials for outside reading assignments.
Related occupations",48,[],[],[]
"Geography Teachers, Postsecondary","Act as advisers to student organizations.
Related occupations",36,[],[],[]
"Geological Technicians, Except Hydrologic Technicians","Compile, log, or record testing or operational data for review and further analysis.
Related occupations",80,[],[],[]
"Geological Technicians, Except Hydrologic Technicians","Prepare notes, sketches, geological maps, or cross-sections.
Related occupations",78,[],[],[]
"Geological Technicians, Except Hydrologic Technicians","Participate in geological, geophysical, geochemical, hydrographic, or oceanographic surveys, prospecting field trips, exploratory drilling, well logging, or underground mine survey programs.
Related occupations",72,[],[],[]
"Geological Technicians, Except Hydrologic Technicians","Plot information from aerial photographs, well logs, section descriptions, or other databases.
Related occupations",63,[],[],[]
"Geological Technicians, Except Hydrologic Technicians","Participate in the evaluation of possible mining locations.
Related occupations",58,[],[],[]
"Geoscientists, Except Hydrologists and Geographers","Advise construction firms or government agencies on dam or road construction, foundation design, land use, or resource management.
Related occupations",70,[],[],[]
"Geoscientists, Except Hydrologists and Geographers","Locate potential sources of geothermal energy.
Related occupations",56,[],[],[]
"Geoscientists, Except Hydrologists and Geographers","Research geomechanical or geochemical processes to be used in carbon sequestration projects.
Related occupations",50,[],[],[]
Geothermal Technicians,"Identify and correct malfunctions of geothermal plant equipment, electrical systems, instrumentation, or controls.
Related occupations",81,[],[],[]
Geothermal Technicians,"Perform pre- and post-installation pressure, flow, and related tests of vertical and horizontal geothermal loop piping.
Related occupations",69,[],[],[]
Geothermal Technicians,"Test water sources for factors, such as flow volume and contaminant presence.
Related occupations",66,[],[],[]
Geothermal Technicians,"Install, maintain, or repair ground or water source-coupled heat pumps to heat and cool residential or commercial building air or water.
Related occupations",66,[],[],[]
"Glass Blowers, Molders, Benders, and Finishers","Record manufacturing information, such as quantities, sizes, or types of goods produced.
Related occupations",80,[],[],[]
"Glass Blowers, Molders, Benders, and Finishers","Operate and maintain finishing machines to grind, drill, sand, bevel, decorate, wash, or polish glass or glass products.
Related occupations",74,[],[],[]
Glaziers,"Assemble and cement sections of stained glass together.
Related occupations",56,[],[],[]
Government Property Inspectors and Investigators,"Investigate alleged license or permit violations.
Related occupations",79,[],[],[]
Government Property Inspectors and Investigators,"Investigate applications for special licenses or permits.
Related occupations",65,[],[],[]
"Graders and Sorters, Agricultural Products","Place products in containers according to grade and mark grades on containers.
Related occupations",90,[],[],[]
"Graders and Sorters, Agricultural Products","Record grade or identification numbers on tags or on shipping, receiving, or sales sheets.
Related occupations",80,[],[],[]
Graphic Designers,"Determine size and arrangement of illustrative material and copy, and select style and size of type.
Related occupations",90,[],[],[]
Graphic Designers,"Research new software or design concepts.
Related occupations",63,[],[],[]
Graphic Designers,"Write or edit copy for clients.
Related occupations",46,[],[],[]
"Grinding and Polishing Workers, Hand","Mark defects, such as knotholes, cracks, and splits, for repair.
Related occupations",85,[],[],[]
"Grinding and Polishing Workers, Hand","Select files or other abrasives, according to materials, sizes and shapes of workpieces, amount of stock to be removed, finishes specified, and steps in finishing processes.
Related occupations",76,[],[],[]
"Grinding and Polishing Workers, Hand","File grooved, contoured, and irregular surfaces of metal objects, such as metalworking dies and machine parts, to conform to templates, other parts, layouts, or blueprint specifications.
Related occupations",67,[],[],[]
"Grinding and Polishing Workers, Hand","Record product and processing data on specified forms.
Related occupations",72,[],[],[]
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Compute machine indexings and settings for specified dimensions and base reference points.
Related occupations",83,[],[],[]
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Thread and hand-feed materials through machine cutters or abraders.
Related occupations",63,[],[],[]
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Slide spacers between buffs on spindles to set spacing.
Related occupations",44,[],[],[]
"Hairdressers, Hairstylists, and Cosmetologists","Schedule client appointments.
Related occupations",87,[],[],[]
"Hairdressers, Hairstylists, and Cosmetologists","Shampoo, rinse, condition, and dry hair and scalp or hairpieces with water, liquid soap, or other solutions.
Related occupations",84,[],[],[]
"Hairdressers, Hairstylists, and Cosmetologists","Attach wigs or hairpieces to model heads and dress wigs and hairpieces according to instructions, samples, sketches or photographs.
Related occupations",45,[],[],[]
Hazardous Materials Removal Workers,"Build containment areas prior to beginning abatement or decontamination work.
Related occupations",86,[],[],[]
Hazardous Materials Removal Workers,"Sort specialized hazardous waste at landfills or disposal centers, following proper disposal procedures.
Related occupations",79,[],[],[]
Hazardous Materials Removal Workers,"Identify or separate waste products or materials for recycling or reuse.
Related occupations",75,[],[],[]
Hazardous Materials Removal Workers,"Upload baskets of irradiated elements onto machines that insert fuel elements into canisters and secure lids.
Related occupations",72,[],[],[]
"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","Participate in preparation of product usage and precautionary label instructions.
Related occupations",72,[],[],[]
Health Education Specialists,"Document activities and record information, such as the numbers of applications completed, presentations conducted, and persons assisted.
Related occupations",76,[],[],[]
Health Education Specialists,"Develop and present health education and promotion programs, such as training workshops, conferences, and school or community presentations.
Related occupations",75,[],[],[]
Health Informatics Specialists,"Inform local, state, national, and international health policies related to information management and communication, confidentiality and security, patient safety, infrastructure development, and economics.
Related occupations",67,[],[],[]
Health Informatics Specialists,"Plan, install, repair, or troubleshoot telehealth technology applications or systems in homes.
Related occupations",44,[],[],[]
"Health Specialties Teachers, Postsecondary","Evaluate and grade students' class work, assignments, and papers.
Related occupations",81,[],[],[]
"Health Specialties Teachers, Postsecondary","Initiate, facilitate, and moderate classroom discussions.
Related occupations",78,[],[],[]
"Health Specialties Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.
Related occupations",75,[],[],[]
"Health Specialties Teachers, Postsecondary","Participate in student recruitment, registration, and placement activities.
Related occupations",72,[],[],[]
"Health Specialties Teachers, Postsecondary","Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.
Related occupations",68,[],[],[]
"Health Specialties Teachers, Postsecondary","Advise students on academic and vocational curricula and on career issues.
Related occupations",68,[],[],[]
"Health Specialties Teachers, Postsecondary","Participate in campus and community events.
Related occupations",51,[],[],[]
"Health Specialties Teachers, Postsecondary","Act as advisers to student organizations.
Related occupations",60,[],[],[]
"Health Specialties Teachers, Postsecondary","Compile bibliographies of specialized materials for outside reading assignments.
Related occupations",56,[],[],[]
Healthcare Social Workers,"Monitor, evaluate, and record client progress according to measurable goals described in treatment and care plan.
Related occupations",83,[],[],[]
Healthcare Social Workers,"Plan discharge from care facility to home or other care facility.
Related occupations",77,[],[],[]
Healthcare Social Workers,"Develop or advise on social policy and assist in community development.
Related occupations",54,[],[],[]
Hearing Aid Specialists,"Administer basic hearing tests including air conduction, bone conduction, or speech audiometry tests.
Related occupations",93,[],[],[]
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","Determine flame temperatures, current frequencies, heating cycles, and induction heating coils needed, based on degree of hardness required and properties of stock to be treated.
Related occupations",93,[],[],[]
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","Load parts into containers and place containers on conveyors to be inserted into furnaces, or insert parts into furnaces.
Related occupations",87,[],[],[]
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","Mount workpieces in fixtures, on arbors, or between centers of machines.
Related occupations",78,[],[],[]
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","Position stock in furnaces, using tongs, chain hoists, or pry bars.
Related occupations",76,"[('use', 'tong')]",[],"[('use', 'tong')]"
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Comply with all applicable standards, policies, or procedures, such as safety procedures or the maintenance of a clean work area.
Related occupations",88,[],[],[]
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Adjust system controls to settings recommended by manufacturer to balance system.
Related occupations",82,[],[],[]
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Record and report time, materials, faults, deficiencies, or other unusual occurrences on work orders.
Related occupations",72,[],[],[]
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Test pipes, lines, components, and connections for leaks.
Related occupations",Not available,[],[],[]
Heavy and Tractor-Trailer Truck Drivers,"Crank trailer landing gear up or down to safely secure vehicles.
Related occupations",90,[],[],[]
"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Erect scaffolding or other installation structures.
Related occupations",83,[],[],[]
"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Modify material moving, mixing, grouting, grinding, polishing, or cleaning procedures, according to installation or material requirements.
Related occupations",80,[],[],[]
"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Arrange or store materials, machines, tools, or equipment.
Related occupations",75,[],[],[]
Helpers--Carpenters,"Select tools, equipment, or materials from storage and transport items to work site.
Related occupations",75,[],[],[]
Helpers--Carpenters,"Drill holes in timbers or lumber.
Related occupations",74,[],[],[]
Helpers--Carpenters,"Align, straighten, plumb, or square forms for installation.
Related occupations",69,[],[],[]
Helpers--Carpenters,"Erect scaffolding, shoring, or braces.
Related occupations",66,[],[],[]
Helpers--Carpenters,"Install handrails under the direction of a carpenter.
Related occupations",65,[],[],[]
Helpers--Carpenters,"Cut and install insulating or sound-absorbing material.
Related occupations",56,[],[],[]
Helpers--Carpenters,"Cover surfaces with laminated plastic covering material.
Related occupations",50,[],[],[]
Helpers--Electricians,"Transport tools, materials, equipment, and supplies to work site by hand, handtruck, or heavy, motorized truck.
Related occupations",72,[],[],[]
Helpers--Electricians,"String transmission lines or cables through ducts or conduits, under the ground, through equipment, or to towers.
Related occupations",71,[],[],[]
Helpers--Electricians,"Dig trenches or holes for installation of conduit or supports.
Related occupations",67,[],[],[]
Helpers--Electricians,"Erect electrical system components and barricades, and rig scaffolds, hoists, and shoring.
Related occupations",52,[],[],[]
Helpers--Extraction Workers,"Dig trenches.
Related occupations",60,[],[],[]
"Helpers--Installation, Maintenance, and Repair Workers","Hold or supply tools, parts, equipment, and supplies for other workers.
Related occupations",70,[],[],[]
"Helpers--Installation, Maintenance, and Repair Workers","Transfer tools, parts, equipment, and supplies to and from work stations and other areas.
Related occupations",68,[],[],[]
