Verb,Noun
treat,impairment
consider,action
detect,activity
extract,content
treat,dysfunction
treat,injury
solve,method
perceive,length
allocate,system
display,content
report,system
narrow,gap
produce,souvenir
provide,orchestration
provide,security
determine,distance
change,form
face,organ
log,device
support,acquisition
recommend,information
extract,graph
treat,disease
understand,method
utilize,doll
control,device
operate,system
filter,method
move,object
teach,method
detect,time
encrypt,system
maintain,grouping
effect,method
receive,end
base,management
use,image
provide,credential
treat,epilepsy
extract,relationship
use,web
use,camera
control,light
code,method
object,knowledge
correlate,activity
treat,disease
assess,risk
reference,code
use,psilocybin
distribute,content
take,part
implement,method
use,diagram
provide,period
validate,monitor
manage,activity
track,method
display,structure
use,profile
lead,light
collect,feedback
comprise,terminal
collect,feedback
use,terminal
use,image
analyze,safety
hear,device
match,transducer
use,voice
teach,gaming
enable,service
learn,method
measure,strength
adjust,method
provide,device
provide,method
provide,information
synchronize,stimulation
guide,position
use,estimation
extract,datum
control,failure
acquire,content
counsel,device
counsel,program
train,table
use,element
use,method
determine,response
provide,service
scan,time
use,reality
augment,content
optimize,placement
create,method
use,technology
use,environment
transfer,certificate
infer,attribute
use,flow
simulate,environment
treat,disorder
generate,detection
sense,signal
convert,electricity
distribute,energy
detect,system
evaluate,risk
monitor,device
determine,method
make,plan
generate,map
speed,system
use,technology
discriminate,defect
object,identification
alter,degradation
acquire,section
treat,condition
allocate,frequency
recommend,product
generate,model
extract,method
simulate,condition
employ,detector
monitor,safety
determine,parameter
aid,method
monitor,health
provide,assistance
treat,autism
evaluate,level
use,part
analyze,symmetry
teach,method
study,analysis
use,model
detect,method
use,neuroscience
predict,preference
learn,method
speak,language
provide,method
prepare,network
generate,answer
sense,method
exhibit,datum
create,storybook
use,template
change,part
select,list
identify,situation
compute,method
clone,environment
determine,time
transmit,signal
actualize,learning
exercise,model
determine,information
align,signal
indicate,position
adopt,system
provide,document
write,document
treat,autism
use,cell
use,theory
identify,individual
develop,dementia
radiate,device
induce,enhancement
distribute,performance
manage,patient
control,program
compute,degree
operate,vehicle
comprise,clock
monitor,people
use,element
recognize,method
cure,surface
use,terminal
provide,feedback
provide,service
validate,user
operate,probe
authenticate,person
learn,system
adjust,method
sense,rotation
process,datum
use,datum
assess,importance
predict,rating
use,filter
function,resonance
provide,datum
use,information
provide,record
use,synthesis
learn,aid
provide,simulation
search,content
set,method
warn,device
fault,method
influence,arthropod
provide,simulation
determine,parameter
acquire,image
perceive,environment
learn,routine
control,system
simulate,situation
lie,method
push,method
pose,skeleton
use,system
receive,signal
generate,geometry
trace,evidence
obtain,method
simulate,scheduling
sense,spectrum
predict,capability
distribute,datum
augment,interface
align,display
connect,image
display,device
visualize,information
display,method
use,method
consider,word
base,notification
use,learning
synthesize,shape
use,model
produce,video
augment,message
produce,video
acquire,definition
utilize,signal
emit,device
control,temperature
send,email
use,intelligence
provide,interface
present,datum
perform,action
determine,score
prevent,accumulation
support,experience
control,use
use,watermark
differentiate,asthma
view,synthesis
utilize,device
detect,emergency
locate,space
analyze,expression
increase,traffic
generate,article
train,model
use,function
generate,activity
use,preference
model,structure
use,reality
perform,process
provide,auction
detect,violation
release,attack
switch,method
analyze,illness
use,signal
guide,program
monitor,compliance
improve,health
reduce,risk
facilitate,management
cool,device
create,guideline
use,tool
correlate,term
represent,input
use,device
control,character
utilize,capture
distribute,device
span,partition
accompany,pathology
use,combination
determine,selection
select,node
charge,detection
treat,condition
assess,skill
encode,system
use,peptide
transmit,datum
use,technique
manage,channel
provide,system
provide,method
treat,disorder
improve,health
use,therapy
use,computer
have,module
integrate,image
use,handler
estimate,value
use,technology
use,selection
use,network
save,system
mediate,process
present,information
gather,information
detect,information
permit,deference
control,computer
use,gesture
control,system
use,input
implement,method
predict,performance
use,datum
estimate,decision
evoke,potential
challenge,system
enhance,function
produce,movement
provide,interaction
have,mechanism
test,sense
analyze,ability
predict,performance
analyze,ability
recall,information
augment,memory
use,body
treat,problem
train,ability
parse,sentence
improve,skill
measure,parameter
edit,base
monitor,environment
improve,skill
match,individual
manage,provider
increase,capability
shape,pattern
implement,widget
predict,performance
resolve,ambiguity
train,team
select,agent
control,disturbance
estimate,fitness
perform,task
employ,position
facilitate,environment
remediate,deficiency
use,image
train,evaluation
implement,glass
generate,documentation
use,value
implement,method
incorporate,information
display,association
test,performance
process,datum
assess,speed
facilitate,perception
trigger,integration
measure,usability
detect,intruder
suspect,caller
assess,deception
conceal,recognition
use,information
create,room
determine,strategy
incorporate,outline
measure,condition
sort,information
retrieve,knowledge
provide,interface
exploit,memory
create,sharing
supply,notification
monitor,dilation
evaluate,activity
infer,state
create,sharing
utilize,object
improve,knowledge
build,model
use,game
determine,activity
utilize,model
measure,activity
render,herald
correct,word
manage,control
generate,representation
use,device
solve,problem
use,function
enable,system
utilize,model
display,chart
measure,gaze
facilitate,transaction
track,eye
diagnose,dysfunction
use,simulation
interpret,head
monitor,health
represent,signal
integrate,message
provide,guidance
develop,menu
visualize,map
control,group
use,expression
determine,information
provide,information
provide,material
redefine,key
monitor,function
use,representation
visualize,transformation
diagnose,disease
use,pattern
organize,datum
manipulate,information
employ,base
generate,composite
allocate,resource
improve,fidelity
treat,neglect
report,datum
incorporate,learning
utilise,emulation
diagnose,disease
manage,transmittal
identify,datum
display,information
sense,presence
revise,vector
improve,control
use,hyperlink
solve,problem
find,composition
retrieve,object
use,language
have,pronoun
solve,problem
use,architecture
alter,operation
solve,problem
retrieve,information
enhance,security
enable,point
effectuate,development
use,electroencephalogram
create,database
compare,music
analyze,content
use,vector
generate,model
use,background
select,therapy
predict,outcome
produce,image
show,representation
facilitate,navigation
combine,information
provide,feedback
sense,presence
optimize,therapy
treat,symptom
determine,point
deliver,content
resolve,co
determine,stamp
represent,information
display,structure
identify,driver
use,simulator
provide,repository
scan,method
recognize,pattern
maintain,software
provide,interface
access,datum
process,communication
utilize,architecture
reduce,contamination
detect,onset
remove,object
disambiguate,input
provide,medium
display,level
use,computer
identify,relationship
acquire,option
use,cursor
control,overtime
use,replacement
retrieve,word
treat,injury
use,object
use,structure
anticipate,seizure
visualize,path
indicate,information
evaluate,datum
implement,training
provide,stretching
use,entity
think,database
predict,damage
accommodate,annotation
recognize,peptide
detect,emotion
use,supplementation
perform,translation
use,community
support,environment
compute,decomposition
facilitate,communication
assist,communication
manage,entity
use,object
investigate,pressure
vary,weight
suppress,mediator
determine,effectiveness
provide,system
alleviate,deficiency
facilitate,adaption
use,device
display,diagram
learn,aid
regulate,crossing
determine,arousal
supply,datum
use,information
receive,communication
detect,nervousness
prevent,fraud
message,system
organize,message
use,computer
model,emotion
increase,patient
conduct,transaction
control,processing
utilize,cursor
classify,state
monitor,latency
manage,termination
distribute,technique
suggest,treatment
use,access
object,system
identify,people
read,system
distribute,module
translate,asset
cache,document
treat,patient
assess,orientation
use,computer
check,authenticity
display,status
fulfil,order
populate,form
determine,fitness
create,program
find,information
use,space
estimate,decision
use,edge
use,criterion
use,network
retrieve,information
use,object
select,plan
move,item
construct,interface
use,hole
use,asymmetry
recognize,peptide
provide,understandability
decode,apparatus
detect,emotion
generate,carrier
operate,vehicle
display,network
provide,interface
control,system
have,communication
extend,class
create,simulation
create,simulation
have,object
use,environment
facilitate,development
control,user
have,trait
use,coupling
contain,acid
develop,application
process,character
infer,goal
control,flow
use,time
determine,information
differentiate,state
learn,agent
create,environment
relate,structure
process,audio
deploy,asset
capture,image
display,information
visualize,system
use,reality
monitor,health
prepare,text
prepare,translation
debrief,system
request,datum
treat,condition
generate,system
manage,communication
object,recording
perform,task
predict,performance
use,datum
learn,language
use,stimulus
create,text
perform,search
use,pattern
vary,number
estimate,condition
detect,change
utilize,table
classify,information
utilize,spreadsheet
maneuver,combat
use,model
use,channel
increase,absorption
stabilize,device
vary,path
use,simulation
process,datum
swap,module
determine,context
measure,state
light,method
light,device
facilitate,understanding
provide,service
learn,apparatus
guide,allocation
instruct,student
have,capability
rearrange,composition
track,program
read,system
diagnose,schizophrenia
evaluate,condition
assist,posture
evoke,imaging
augment,image
identify,object
use,structure
use,structure
utilize,base
alleviate,behavior
modify,visualization
use,timing
use,recognition
exchange,datum
combine,schedule
employ,craft
provide,reference
simulate,design
enhance,function
use,datum
generate,information
extract,signal
utilize,network
utilize,framework
maximize,effectiveness
retrieve,knowledge
improve,understanding
provide,notification
object,system
reproduce,device
scan,system
select,object
control,interface
record,medium
couple,browser
process,stream
integrate,information
comprise,antibody
render,structure
implement,method
detect,attention
use,polishing
improve,behavior
use,intelligence
utilize,information
adjust,delivery
integrate,measure
use,simulator
record,instruction
train,system
store,system
use,recognition
manipulate,context
train,system
guide,timing
use,information
treat,patient
sound,system
translate,content
analyze,involvement
simulate,intelligence
use,dialog
develop,curriculum
stimulate,processing
allow,patient
measure,efficiency
diagnose,dysfunction
provide,user
measure,impairment
evolve,trait
use,profiling
assess,capability
minimize,uncertainty
provide,processing
simulate,task
facilitate,datum
shut,activity
administer,system
recognize,method
implement,method
incorporate,information
receive,apparatus
organize,relationship
monitor,function
use,representative
retrieve,replica
treat,condition
use,mechanism
display,diagram
monitor,treatment
monitor,object
use,parameter
produce,index
brain,analysis
generate,report
use,menu
select,strategy
match,consumer
diagnose,disorientation
assess,capacity
implement,process
use,qualification
facilitate,performance
provide,therapy
provide,impairment
use,pulse
pulse,stimulation
improve,awareness
extract,object
use,map
discriminate,action
convey,information
detect,feeling
test,strategy
go,system
initiate,activity
use,client
prevent,seizure
teach,skill
monitor,trainer
report,progress
maximize,effectiveness
retrieve,knowledge
use,time
base,system
correct,sequence
monitor,system
use,representation
support,method
measure,function
provide,accessibility
measure,stress
have,perception
move,object
resolve,ambiguity
utilize,movement
use,comparison
hear,system
use,communication
represent,relationship
have,effect
improve,response
predict,keystroke
use,asymmetry
convert,value
use,unit
use,unit
receive,result
determine,voice
route,message
rearrange,composition
manage,rate
deliver,intervention
promote,development
manage,selection
quantify,intensity
learn,device
monitor,function
improve,accessibility
monitor,method
switch,configuration
read,testing
recognize,peptide
use,model
teach,module
test,software
determine,ratio
read,technology
enhance,speech
increase,function
use,device
use,distribution
generate,datum
convert,preference
use,method
organize,information
relieve,apparatus
use,image
train,person
learn,task
minimize,request
use,atom
encode,receptor
detect,lesion
measure,pain
deliver,accessibility
use,environment
teach,machine
generate,index
provide,assistance
provide,accessibility
manipulate,information
provide,collaboration
change,sector
correct,website
provide,communication
monitor,status
visualize,map
identify,activator
object,recognition
use,engine
treat,headache
use,rule
provide,material
use,tocopherol
navigate,web
visualize,hierarchy
determine,state
provide,coordination
diagnose,disorder
control,initiation
edit,document
create,scenario
utilize,base
utilize,datum
alter,presentation
implement,system
control,spam
construct,environment
facilitate,delivery
know,factor
create,database
display,page
enable,access
have,difficulty
associate,information
steer,device
conduct,death
employ,operator
supply,datum
use,cell
express,receptor
provide,function
qualify,loss
generate,summary
communicate,change
use,technique
access,structure
use,computer
relate,file
determine,device
treat,dysfunction
model,preference
enhance,management
monitor,environment
use,hardware
induce,neurogenesis
use,medium
handle,information
determine,characteristic
provide,advice
distribute,service
base,system
encode,protein
implement,method
enable,administration
reproduce,method
create,database
treat,condition
utilize,watermark
utilize,imaging
use,hardware
use,image
determine,glance
navigate,file
use,display
assist,caregiver
conduct,transaction
assess,property
increase,capacity
maintain,professional
mean,methodology
determine,impact
treat,syndrome
assess,correlate
learn,apparatus
treat,disorder
enhance,text
read,speed
change,activity
use,light
use,system
investigate,function
qualify,risk
produce,plan
encode,melanin
concentrate,receptor
analyze,effectiveness
provide,control
target,content
base,system
assist,person
predict,performance
predict,performance
enhance,capacity
estimate,degree
assess,effort
acquire,target
test,function
provide,generation
convert,configuration
convert,configuration
convert,configuration
plan,generation
support,design
provide,generation
convert,configuration
provide,organization
enhance,input
support,design
plan,mechanism
support,design
provide,foundation
measure,load
treat,damage
evaluate,decline
support,design
utilize,therapy
remind,method
drive,method
perform,diagnosis
use,interaction
support,design
support,design
provide,organization
support,design
support,design
assess,benefit
push,method
treat,condition
use,therapeutic
assess,condition
provide,coverage
support,design
treat,condition
use,therapeutic
push,method
teach,resource
improve,control
utilize,antipsychotic
determine,effectiveness
treat,tinnitus
use,therapeutic
evaluate,decline
screen,analysis
improve,understanding
determine,connectivity
use,measurement
question,method
treat,condition
use,therapeutic
extend,relief
infer,rule
predict,change
provide,training
identify,decline
diagnose,status
diagnose,status
train,patient
measure,system
measure,method
manage,translation
adjust,consent
slow,atrophy
evaluate,decline
obtain,measure
direct,stimulation
push,method
have,system
use,robot
assist,course
analyze,correlation
detect,progression
grind,method
play,integration
optimize,method
verify,method
remind,method
assess,bias
ameliorate,symptom
use,therapeutic
recommend,destination
execute,method
assist,entity
make,decision
identify,error
drive,method
present,content
use,reality
use,pillar
use,timing
generate,environment
improve,memory
build,accuracy
invoke,bot
leverage,asset
add,tag
query,datum
certify,activity
have,method
dock,technology
use,image
order,method
dock,technology
generate,architecture
learn,interface
provide,service
provide,module
configure,module
generate,datum
design,circuit
support,design
transform,image
support,design
support,design
predict,pattern
identify,impairment
improve,emotion
dock,technology
find,surface
trace,platform
support,design
dock,technology
plan,system
provide,consultation
generate,dialogue
support,design
use,reality
support,design
use,descriptor
group,stimulation
modulate,function
exploit,property
use,datum
position,indicator
provide,foundation
provide,foundation
support,design
support,design
provide,content
hear,device
hear,system
comprise,device
enable,lense
share,assistant
support,design
predict,progress
determine,state
use,therapy
improve,focus
process,query
predict,perception
base,method
prevent,dementia
render,reality
chirp,radar
edit,method
crowd,architecture
determine,index
hear,aid
use,recognition
provide,interface
use,block
support,design
avoid,confusion
use,analysis
dock,technology
support,design
support,basis
track,progression
support,design
develop,function
use,path
drive,system
assist,driver
facilitate,interaction
assess,ability
control,inspection
modify,representation
form,representation
read,method
identify,availability
provision,curriculum
interpose,image
encode,platform
model,scene
characterize,system
have,channel
obtain,variability
train,agent
manage,injury
present,method
administer,therapeutic
use,interface
treat,anxiety
object,method
learn,system
optimize,transmission
use,inference
estimate,performance
mitigate,risk
optimize,display
make,task
drive,method
maintain,resource
object,method
obtain,information
determine,effectiveness
implement,agent
detect,activity
support,learning
monitor,compliance
use,detection
determine,group
use,signal
trust,management
learn,pipeline
predict,impairment
construct,program
improve,symptom
provide,datum
store,information
check,validity
use,apparatus
use,awareness
aid,performance
generate,diagram
monitor,behavior
set,box
classify,disorder
monitor,state
generate,output
analyze,engagement
support,service
support,service
benefit,method
identify,dementia
acquire,index
indicate,stability
reduce,emission
use,game
use,hologram
comprise,function
dispatch,method
develop,disease
treat,disorder
identify,system
provide,device
provide,program
discriminate,decision
assist,development
compute,program
generate,model
establish,strategy
identify,object
have,feature
determine,parameter
have,feature
determine,parameter
form,model
maintain,continuity
predict,impairment
predict,impairment
provide,detection
utilize,trajectory
defect,method
learn,datum
drive,method
learn,control
train,projection
prompt,system
modulate,behavior
use,system
optimize,awareness
code,method
sense,equipment
combine,network
identify,attention
position,method
characterize,response
drive,method
determine,characteristic
evaluate,method
combine,capture
assess,sclerosis
evaluate,reliability
screen,compound
infer,load
undo,action
verify,user
determine,impact
improve,engagement
drive,program
drive,system
evaluate,variant
calculate,temperature
learn,method
manage,issue
manage,system
induce,device
use,datum
assist,user
remember,identity
evaluate,wellness
provide,suggestion
complete,session
enhance,content
use,datum
evaluate,pain
design,conflict
reduce,strategy
mitigate,inefficiency
reduce,load
control,performance
carry,therapy
improve,understanding
generate,image
manage,space
use,datum
predict,reactivity
personalize,medicine
evaluate,experience
characterize,liquid
learn,device
learn,method
evaluate,condition
use,model
simulate,intelligence
use,dialog
simulate,behavior
use,mri
provide,content
assess,dysfunction
improve,response
record,medium
employ,compare
determine,software
use,policy
have,phase
recognize,command
screen,aspect
facilitate,understanding
control,agent
assess,deception
conceal,recognition
code,signal
link,measure
evaluate,effectiveness
encode,signal
recognize,segment
select,therapy
predict,outcome
support,design
select,therapy
predict,outcome
establish,method
predict,behavior
establish,plan
use,method
use,surface
support,design
support,design
improve,score
support,design
balance,technique
adjust,psychology
provide,instructor
create,consultant
gather,information
create,experience
classify,individual
model,behavior
support,design
configure,load
provide,engineering
balance,technology
provide,engineering
support,design
support,design
support,design
support,design
use,substitution
use,technique
use,access
support,design
tabulate,technology
plan,configuration
support,design
support,design
create,room
support,design
configure,load
support,design
support,design
provide,interface
determine,method
support,design
support,design
support,design
dock,technology
design,solution
check,method
support,design
support,design
bear,method
use,method
screen,component
improve,concentration
detect,quality
use,system
jump,method
compose,program
use,stimulation
implement,application
create,simulation
utilize,director
balance,technology
instantiate,consultant
implement,intelligence
couple,technology
learn,pipeline
provide,care
use,approach
automate,task
combine,control
scan,resolution
provide,support
guide,optimization
provide,method
support,design
compare,advantage
have,application
receive,signal
determine,occasion
represent,object
establish,program
quantify,state
train,model
improve,dysfunction
reduce,event
compute,sharing
build,method
manage,resource
predict,aspect
intervene,use
determine,method
determine,device
augment,agent
determine,model
predict,progression
create,precision
facilitate,service
object,monitoring
drive,system
guarantee,security
predict,autonomy
manufacture,lense
use,cognition
output,signal
determine,degree
leverage,ability
learn,workflow
calculate,sensitivity
answer,method
issue,method
communicate,ability
walk,device
trigger,method
generate,pattern
diagnose,dementia
train,body
perform,analysis
detect,system
wake,person
wake,person
provide,system
receive,signal
cause,method
locate,structure
upload,item
connect,device
simulate,intelligence
construct,radar
use,intelligence
view,feed
drive,method
support,design
treat,disease
treat,pain
provide,information
provide,information
learn,device
learn,method
provide,treatment
use,game
detect,parameter
fracture,method
request,authorization
change,behavior
affect,sleep
determine,health
use,system
treat,child
monitor,method
adjust,environment
provide,movie
recommend,service
provide,movie
recommend,service
use,model
determine,method
determine,device
optimize,shortcut
push,method
improve,method
optimize,conference
use,technique
improve,function
use,entropy
improve,function
reinforce,sensor
enhance,performance
use,distillation
validate,response
display,method
modify,trajectory
evaluate,disorder
use,tracking
fear,method
construct,model
provide,interface
build,world
provide,device
provide,method
provide,program
update,method
convert,information
provide,content
load,system
use,reality
characterize,activity
control,robot
provide,datum
improve,ability
treat,patient
train,ability
preserve,representation
produce,program
manage,disorder
use,image
generate,information
use,model
optimize,component
generate,scape
reinforce,integration
generate,case
build,method
hear,apparatus
hear,aid
author,context
author,policy
process,optimization
use,planning
address,risk
classify,datum
use,network
cascade,parameter
assign,identifier
assign,identifier
modify,context
hear,aid
author,context
author,policy
measure,gait
detect,impairment
navigate,content
navigate,content
store,page
reduce,risk
code,method
have,mean
generate,network
enhance,input
navigate,content
learn,classification
shut,cognition
use,mobile
estimate,asymmetry
predict,impact
manage,load
learn,language
identify,disease
use,system
use,medium
sustain,injury
provide,plurality
use,model
manage,load
store,association
control,system
determine,heart
promote,awareness
perform,workload
use,model
use,model
use,model
control,time
use,machine
provide,exercise
train,method
make,system
enable,intelligence
display,interface
characterize,content
use,database
classify,movement
provide,information
administer,cell
train,locus
specify,location
point,beam
use,device
evaluate,attractiveness
instruct,player
recognize,peptide
enable,computer
inspect,function
provide,service
alter,behavior
utilize,identification
position,system
provide,method
measure,pain
support,serendipity
improve,ability
adjust,device
experience,system
recognize,peptide
diagnose,schizophrenia
identify,molecule
provide,service
use,network
produce,model
diagnose,disease
face,system
realize,cognition
use,proxy
use,system
control,component
have,interface
create,representation
allow,validation
detect,apparatus
exploit,area
exploit,area
exploit,area
use,feedback
detect,pain
facilitate,improvement
collect,datum
facilitate,assessment
use,technology
drive,method
identify,use
improve,function
predict,capability
check,behavior
update,method
assist,infant
know,season
monitor,area
comprise,arrangement
monitor,area
generate,feedback
recognize,situation
improve,system
implement,interaction
drive,method
use,stimulation
train,model
charge,method
charge,system
select,model
determine,parameter
control,device
control,device
track,method
consider,deviation
generate,knowledge
anticipate,action
feature,training
treat,dementia
face,calculation
provide,method
use,image
provide,care
detect,safety
display,shape
control,schedule
accelerate,onset
improve,quality
provide,content
improve,method
use,model
estimate,price
generate,problem
solve,video
track,method
recommend,method
provide,functionality
display,shape
validate,hypothesis
predict,age
use,pattern
hear,method
teach,system
display,content
classify,damage
provide,service
use,robot
train,selection
detect,chart
generate,problem
solve,video
test,aptitude
identify,dementia
acquire,datum
identify,information
recommend,behavior
fuse,characteristic
detect,response
monitor,level
minimize,dysfunction
process,device
control,function
determine,injury
receive,datum
provide,service
use,device
learn,system
learn,method
optimize,navigation
use,sound
provide,service
provide,system
learn,apparatus
learn,method
pulse,therapy
establish,model
switch,system
control,vehicle
improve,loss
train,model
predict,level
determine,device
determine,method
improve,awareness
drive,system
provide,image
provide,service
enable,integration
determine,injury
learn,application
have,activity
predict,event
use,wave
learn,test
use,character
construct,model
conduct,transaction
add,function
equate,network
determine,factor
execute,task
use,learning
collect,situation
control,usage
control,display
execute,instruction
use,module
face,service
manage,safety
base,image
use,element
control,vehicle
stand,method
integrate,theory
determine,level
establish,space
assess,risk
track,health
use,formulation
provide,content
monitor,event
generate,aid
fabricate,method
use,device
assess,ataxia
detect,regime
enhance,cognition
identify,access
implement,state
use,learning
enable,optimization
manage,display
detect,presence
determine,effect
create,advertising
draw,datum
assess,capability
combine,datum
generate,decision
diagnose,disease
determine,method
estimate,response
access,item
diagnose,dementia
improve,speed
generate,trajectory
play,apparatus
play,program
process,metadata
conduct,assessment
use,datum
validate,activity
evaluate,capability
assess,ability
use,electroencephalogram
drive,system
provide,access
learn,target
improve,management
ensure,quality
generate,pricing
quantify,characterization
provide,content
develop,skill
use,signal
measure,color
mark,method
provide,service
apply,principle
use,network
analyze,functioning
use,marker
teach,method
perform,simulation
utilize,interface
search,method
say,method
use,characteristic
control,method
convert,display
produce,method
treat,disorder
support,planning
display,category
use,analysis
produce,method
automate,assessment
analyze,information
assess,architecture
perform,recognition
use,publication
perform,dialog
capture,insight
access,information
predict,anomaly
render,content
evaluate,movement
express,summary
compose,image
monitor,activity
analyze,date
monitor,activity
analyze,datum
detect,authenticity
estimate,history
manage,people
rectify,channel
represent,object
identify,compound
modulate,factor
inhibit,deterioration
teach,aid
predict,apparatus
use,toy
improve,function
enhance,effect
utilize,terminal
encode,inhibitor
attribute,thing
measure,method
use,response
use,method
distribute,method
have,instruction
control,display
control,vehicle
use,lidar
detect,position
construct,graph
evaluate,efficiency
improve,set
improve,capability
comprise,system
drive,system
drive,method
detect,type
visualize,deployment
match,parameter
use,analysis
improve,experience
tap,motion
measure,apparatus
enhance,effect
monitor,patient
cultivate,habit
support,user
understand,emotion
import,method
recycle,identification
create,entry
detect,stimulus
have,instruction
provide,information
control,display
predict,trajectory
input,method
progress,system
have,instruction
provide,information
choose,answer
identify,transition
analyze,datum
hear,method
provide,service
develop,potential
report,error
improve,ability
treat,disease
evaluate,ability
use,pegboard
stop,clock
quantify,efficiency
alleviate,sickness
determine,metric
wear,method
distribute,network
graft,source
monitor,patient
improve,efficiency
interpret,amount
render,device
correct,intensity
produce,plan
learn,theory
recognize,type
sequence,result
determine,method
sequence,method
generate,illumination
meet,requirement
achieve,scenario
generate,composition
have,form
monitor,device
provide,information
decide,compiler
contain,device
deliver,service
calculate,distance
encode,method
improve,health
measure,device
predict,severity
use,parameter
detect,abundance
improve,function
present,route
use,device
classify,task
reduce,spasticity
generate,equipment
create,interface
create,relationship
monitor,responsiveness
screen,compound
detect,capacity
measure,ethic
select,good
use,signal
treat,disorder
associate,behavior
optimize,power
predict,intention
diagnose,sensor
extract,method
provide,service
provide,service
simulate,test
set,generation
improve,performance
modify,operation
use,processing
use,method
lock,device
yield,method
consider,uncertainty
select,parameter
analyze,method
use,controller
establish,session
predict,concentration
provide,sense
use,ultrasound
display,user
control,module
control,effector
specify,position
use,positioning
generate,sequence
improve,function
improve,attention
adjust,device
determine,system
obtain,method
read,content
charge,vehicle
apply,method
embed,method
track,method
charge,method
improve,action
apply,method
determine,method
operate,counseling
identify,state
detect,condition
determine,degree
treat,disorder
treat,disease
diagnose,disease
diagnose,disease
explain,diagnosis
measure,temperature
validate,authentication
evaluate,dysfunction
use,interface
consider,skill
store,method
monitor,user
monitor,device
evaluate,sedation
decode,apparatus
assist,perception
aid,detection
shed,method
consider,capacity
use,drug
monitor,response
operate,block
prevent,dementia
treat,injury
determine,impairment
design,floor
monitor,adherence
deliver,adherence
provide,service
adjust,setting
bend,aid
manage,resource
change,setting
evaluate,quality
measure,sequence
enable,prediction
approximate,time
assess,emotion
determine,disorder
provide,service
use,recognition
quantify,influence
sense,state
instill,awareness
generate,model
generate,model
treat,disorder
realize,mouse
combine,tracker
code,method
demonstrate,cabinet
transmit,information
use,code
use,communication
predict,probability
model,design
use,screen
provide,service
process,instruction
call,party
manage,laboratory
provide,video
record,medium
perform,method
generate,line
learn,method
limit,value
identify,capacity
use,electroencephalogram
associate,knowledge
provide,method
drive,orchestration
authenticate,authorization
monitor,system
generate,waveform
determine,compound
treat,symptom
treat,disorder
calculate,parameter
name,method
drive,panel
display,device
drive,device
determine,treatment
display,network
manage,message
monitor,responsiveness
gain,access
treat,disorder
treat,disorder
design,textbook
secrete,protein
secrete,protein
modulate,growth
reverse,morphology
operate,method
display,method
evaluate,method
secrete,protein
comprise,platform
evaluate,system
analyze,record
share,datum
contain,processor
generate,sample
build,method
calculate,degree
use,tool
measure,function
analyze,ability
treat,disease
contain,cargo
promote,sleep
use,method
check,architecture
check,method
provide,perception
execute,task
use,synchronization
diminish,dexterity
analyze,mri
measure,understanding
output,information
extract,transformer
extract,winding
loosen,feature
generate,process
assist,operator
analyze,stimulus
treat,degeneration
detect,hazard
use,vision
manage,quality
preserve,session
learn,tool
calculate,field
use,function
provide,estimate
work,skill
shoot,puck
determine,level
treat,apnea
establish,channel
realize,selection
use,datum
provide,therapy
recognize,information
localize,vehicle
use,capacity
generate,information
determine,state
remove,field
provide,service
provide,service
construct,tree
visualize,label
determine,method
describe,behavior
determine,behavior
use,neuron
comprise,particle
provide,content
use,terminal
provide,experience
use,game
visualize,activity
provide,service
provide,content
use,terminal
perform,sensing
provide,content
use,game
provide,content
use,terminal
learn,device
learn,method
manage,disease
crowd,method
implement,conditioning
process,information
name,cluster
use,database
synchronize,plurality
use,computer
process,image
treat,dementia
provide,expression
combine,profiling
use,network
base,system
control,power
classify,state
analyze,effort
encode,growth
perform,function
enable,system
object,recognition
choose,parameter
use,tonus
inhibit,growth
bridge,asset
sequence,task
store,program
control,device
learn,function
transmit,information
use,intelligence
process,signal
augment,datum
employ,modality
use,learning
support,machine
pose,estimation
build,prediction
reduce,cost
compress,network
limit,operation
learn,network
use,learning
validate,cell
use,network
use,network
use,network
use,network
use,network
prune,network
reconstruct,input
use,network
train,network
use,network
use,network
use,network
transform,network
use,parameter
train,network
train,network
perform,recognition
utilize,classification
use,network
determine,structure
use,network
use,mining
divide,filter
train,network
use,network
have,plurality
generate,text
utilize,orientation
locate,object
use,network
enable,network
adjust,generation
use,network
synthesize,datum
train,network
parallelize,network
weight,network
use,information
update,network
train,network
use,memory
use,network
use,speech
use,network
use,network
use,network
use,network
use,network
organize,network
transform,image
use,network
classify,signal
use,network
predict,structure
use,network
estimate,similarity
use,network
exploit,sparsity
use,network
utilize,network
use,network
use,network
generate,audio
use,network
use,network
identify,tumor
discover,factor
use,network
use,network
optimize,utilization
source,source
optimize,satisfaction
use,network
learn,task
use,network
use,network
train,network
use,network
use,network
capture,relationship
use,network
use,network
generate,image
utilize,network
use,network
use,network
use,classifier
signal,network
operate,network
use,network
use,network
use,network
traverse,graph
use,network
learn,library
accelerate,network
use,network
enhance,network
use,network
predict,likelihood
use,network
use,network
modify,network
use,network
use,network
use,network
update,network
train,network
include,cost
compute,image
use,network
cascade,network
learn,character
identify,method
use,network
generate,summary
utilize,aesthetic
accelerate,network
obtain,uncertainty
use,search
distribute,network
use,learning
incorporate,network
learn,network
use,network
learn,network
employ,datum
use,network
utilize,network
extract,intent
manage,memory
automate,generation
use,network
embed,network
use,learning
use,network
defend,network
randomize,weight
design,resolution
design,network
use,network
use,parallelism
